name,cuisine,address,latitude,longitude,phone,formatted_phone_number,website,rating,types,reviews,user_ratings_total,price_level,vicinity,url,reservable,delivery,takeout,dine_in,serves_breakfast,serves_lunch,serves_dinner,serves_brunch,serves_beer,serves_wine,serves_vegetarian_food,curbside_pickup,permanently_closed,editorial_summary,opening_hours,current_opening_hours,secondary_opening_hours,photo,scrape_timestamp
South Indian Restaurant,South Indian,"Shop no 4 and 5, Dhole Vasti, Survey Number 45 Morya Complex, beside Ravan Men's Accessories, Pune, Maharashtra 411001, India",18.5289076,73.9059643,,,,5.0,,,20,,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:20.531845
Yumma Swami,South Indian,"opposite Ratna Building, Mukund Nagar, Pune, Maharashtra 411037, India",18.4965163,73.86019379999999,,,,4.1,,,1443,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:20.531845
SA DOSA CAFE (PRABHAT ROAD),South Indian,"Prabhat road, Lane no 8, Karve Rd, near garware college, Kachare Colony, Erandwane, Pune, Maharashtra 411004, India",18.511752,73.8371445,,,,4.4,,,4014,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:20.531845
Banana Leaf Kalyani Nagar Pune,South Indian,"1st, Lane Number 2A, Corniche Tower, opposite to icici bank, Kalyani Nagar, Pune, Maharashtra 411006, India",18.547923,73.9004793,,,,4.0,,,1327,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:20.531845
Kerala Cafe,South Indian,"64, Lane Number 13, opp. Jogger's Park, Pluto Society, Kalyani Nagar, Pune, Maharashtra 411006, India",18.5491087,73.9025157,,,,4.1,,,5661,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:20.531845
Yumma Swami,South Indian,"2, Moledina Rd, Cantonment, Camp, Pune, Maharashtra 411001, India",18.5188773,73.877275,,,,4.1,,,2059,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:20.531845
Way Down South,South Indian,"Sr no 110, Sai krupa apt, 11, Baner - Mahalunge Rd, near d.mart, next to bank of baroda, Laxman Nagar, Baner, Pune, Maharashtra 411045, India",18.566396,73.7707461,,,,4.0,,,5978,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:20.531845
Mr and Mrs Iyer's Kitchen,South Indian,"Survey No. 45, Shop Number 4&5, near, Bhagwan Tatyasaheb Kawade Rd, opp. Vatsalya school, opposite Devaki palace, Shravasti Nagar, Ghorpadi, Pune, Maharashtra 411001, India",18.5288935,73.90601629999999,,,,4.9,,,959,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:20.531845
Savya Rasa,South Indian,"Gera Serenity Building, CTS No. 15, near Starbucks Cafe, Koregaon Park, Pune, Maharashtra 411001, India",18.5388527,73.8866766,,,,4.5,,,3544,3.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:20.531845
ANNA,South Indian,"273, Baner Rd, opposite to Aman Honda Showroom, Shambhu Vihar Society, Sanewadi, Aundh, Pune, Maharashtra 411069, India",18.5528388,73.8032951,,,,4.2,,,16388,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:20.531845
Vaishali Restaurant,South Indian,"Fergusson College Rd, Ganeshwadi, Shivajinagar, Pune, Maharashtra 411004, India",18.5208838,73.84123699999999,,,,4.3,,,17492,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:20.531845
Mutuswami Cafe Pune,South Indian,"Ramee Grand Hotel and Spa 3, Plot no 587, Apte Rd, Shivajinagar, Pune, Maharashtra 411004, India",18.5204012,73.843553,,,,4.4,,,1011,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:20.531845
Aahar Udipi's,South Indian,"Balkrishna Sakharam Dhole Patil Rd, Sangamvadi, Pune, Maharashtra 411001, India",18.534865,73.8783844,,,,4.5,,,1214,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:20.531845
South Indian Mess,South Indian,"No. 206, Kundan Apartment, 1st Floor, opp. KEM Hospital, Rasta Peth, Pune, Maharashtra 411002, India",18.5184669,73.8671002,,,,4.3,,,1627,1.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:20.531845
ANNA,South Indian,"1201 A/13, Shirole Road, opposite FERGUSSON COLLEGE, Shivajinagar, Pune, Maharashtra 411004, India",18.522644,73.8420062,,,,4.2,,,3698,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:20.531845
Madras Tiffin Room,South Indian,"CTS No, 15, Gera Serenity Building, N Main Rd, near Starbucks, Koregaon Park, Pune, Maharashtra 411001, India",18.5388316,73.886707,,,,4.2,,,340,,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:20.531845
Café Udupi,South Indian,"Turning Point 2/04, Kashmiri Sounf Rd, opposite Rosary School, Viman Nagar, Pune, Maharashtra 411014, India",18.5637982,73.9149628,,,,4.5,,,990,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:20.531845
GATTI CHUTNEY-KOREGAON PARK,South Indian,"Vrindavan Society, GROUND FLOOR, BUILDING NORTH MAIN ROAD, 18, Lane No. 6, Koregaon Park, Pune, Maharashtra 411001, India",18.5390793,73.8985874,,,,4.3,,,2574,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:20.531845
Sambar Aromas of South,South Indian,"HW79+F43, 20 Viman Nagar Road Phoenix Market City, Viman Nagar Rd, Sakore Nagar, Viman Nagar, Pune, Maharashtra 411014, India",18.5635705,73.91773680000001,,,,4.1,,,15967,1.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:20.531845
Sri Krishna Aanand Bhavan - Since 1945,South Indian,"Shop:123, Maitreya Plaza, DP Rd, near Zakoba Mandir, Kothrud, Pune, Maharashtra 411038, India",18.5031758,73.7970328,,,,4.3,,,3317,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:20.531845
South Indian Restaurant,South Indian,"Shop no 4 and 5, Dhole Vasti, Survey Number 45 Morya Complex, beside Ravan Men's Accessories, Pune, Maharashtra 411001, India",18.5289076,73.9059643,,,,5.0,,,20,,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:20.531845
Yumma Swami,South Indian,"opposite Ratna Building, Mukund Nagar, Pune, Maharashtra 411037, India",18.4965163,73.86019379999999,,,,4.1,,,1443,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:20.531845
SA DOSA CAFE (PRABHAT ROAD),South Indian,"Prabhat road, Lane no 8, Karve Rd, near garware college, Kachare Colony, Erandwane, Pune, Maharashtra 411004, India",18.511752,73.8371445,,,,4.4,,,4014,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:20.531845
Banana Leaf Kalyani Nagar Pune,South Indian,"1st, Lane Number 2A, Corniche Tower, opposite to icici bank, Kalyani Nagar, Pune, Maharashtra 411006, India",18.547923,73.9004793,,,,4.0,,,1327,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:20.531845
Kerala Cafe,South Indian,"64, Lane Number 13, opp. Jogger's Park, Pluto Society, Kalyani Nagar, Pune, Maharashtra 411006, India",18.5491087,73.9025157,,,,4.1,,,5661,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:20.531845
Yumma Swami,South Indian,"2, Moledina Rd, Cantonment, Camp, Pune, Maharashtra 411001, India",18.5188773,73.877275,,,,4.1,,,2059,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:20.531845
Way Down South,South Indian,"Sr no 110, Sai krupa apt, 11, Baner - Mahalunge Rd, near d.mart, next to bank of baroda, Laxman Nagar, Baner, Pune, Maharashtra 411045, India",18.566396,73.7707461,,,,4.0,,,5978,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:20.531845
Mr and Mrs Iyer's Kitchen,South Indian,"Survey No. 45, Shop Number 4&5, near, Bhagwan Tatyasaheb Kawade Rd, opp. Vatsalya school, opposite Devaki palace, Shravasti Nagar, Ghorpadi, Pune, Maharashtra 411001, India",18.5288935,73.90601629999999,,,,4.9,,,959,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:20.531845
Savya Rasa,South Indian,"Gera Serenity Building, CTS No. 15, near Starbucks Cafe, Koregaon Park, Pune, Maharashtra 411001, India",18.5388527,73.8866766,,,,4.5,,,3544,3.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:20.531845
ANNA,South Indian,"273, Baner Rd, opposite to Aman Honda Showroom, Shambhu Vihar Society, Sanewadi, Aundh, Pune, Maharashtra 411069, India",18.5528388,73.8032951,,,,4.2,,,16388,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:20.531845
Vaishali Restaurant,South Indian,"Fergusson College Rd, Ganeshwadi, Shivajinagar, Pune, Maharashtra 411004, India",18.5208838,73.84123699999999,,,,4.3,,,17492,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:20.531845
Mutuswami Cafe Pune,South Indian,"Ramee Grand Hotel and Spa 3, Plot no 587, Apte Rd, Shivajinagar, Pune, Maharashtra 411004, India",18.5204012,73.843553,,,,4.4,,,1011,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:20.531845
Aahar Udipi's,South Indian,"Balkrishna Sakharam Dhole Patil Rd, Sangamvadi, Pune, Maharashtra 411001, India",18.534865,73.8783844,,,,4.5,,,1214,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:20.531845
South Indian Mess,South Indian,"No. 206, Kundan Apartment, 1st Floor, opp. KEM Hospital, Rasta Peth, Pune, Maharashtra 411002, India",18.5184669,73.8671002,,,,4.3,,,1627,1.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:20.531845
ANNA,South Indian,"1201 A/13, Shirole Road, opposite FERGUSSON COLLEGE, Shivajinagar, Pune, Maharashtra 411004, India",18.522644,73.8420062,,,,4.2,,,3698,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:20.531845
Madras Tiffin Room,South Indian,"CTS No, 15, Gera Serenity Building, N Main Rd, near Starbucks, Koregaon Park, Pune, Maharashtra 411001, India",18.5388316,73.886707,,,,4.2,,,340,,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:20.531845
Café Udupi,South Indian,"Turning Point 2/04, Kashmiri Sounf Rd, opposite Rosary School, Viman Nagar, Pune, Maharashtra 411014, India",18.5637982,73.9149628,,,,4.5,,,990,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:20.531845
GATTI CHUTNEY-KOREGAON PARK,South Indian,"Vrindavan Society, GROUND FLOOR, BUILDING NORTH MAIN ROAD, 18, Lane No. 6, Koregaon Park, Pune, Maharashtra 411001, India",18.5390793,73.8985874,,,,4.3,,,2574,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:20.531845
Sambar Aromas of South,South Indian,"HW79+F43, 20 Viman Nagar Road Phoenix Market City, Viman Nagar Rd, Sakore Nagar, Viman Nagar, Pune, Maharashtra 411014, India",18.5635705,73.91773680000001,,,,4.1,,,15967,1.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:20.531845
Sri Krishna Aanand Bhavan - Since 1945,South Indian,"Shop:123, Maitreya Plaza, DP Rd, near Zakoba Mandir, Kothrud, Pune, Maharashtra 411038, India",18.5031758,73.7970328,,,,4.3,,,3317,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:20.531845
South Indian Restaurant,South Indian,"Shop no 4 and 5, Dhole Vasti, Survey Number 45 Morya Complex, beside Ravan Men's Accessories, Pune, Maharashtra 411001, India",18.5289076,73.9059643,,,,5.0,,,20,,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:20.531845
Yumma Swami,South Indian,"opposite Ratna Building, Mukund Nagar, Pune, Maharashtra 411037, India",18.4965163,73.86019379999999,,,,4.1,,,1443,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:20.531845
SA DOSA CAFE (PRABHAT ROAD),South Indian,"Prabhat road, Lane no 8, Karve Rd, near garware college, Kachare Colony, Erandwane, Pune, Maharashtra 411004, India",18.511752,73.8371445,,,,4.4,,,4014,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:20.531845
Banana Leaf Kalyani Nagar Pune,South Indian,"1st, Lane Number 2A, Corniche Tower, opposite to icici bank, Kalyani Nagar, Pune, Maharashtra 411006, India",18.547923,73.9004793,,,,4.0,,,1327,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:20.531845
Kerala Cafe,South Indian,"64, Lane Number 13, opp. Jogger's Park, Pluto Society, Kalyani Nagar, Pune, Maharashtra 411006, India",18.5491087,73.9025157,,,,4.1,,,5661,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:20.531845
Yumma Swami,South Indian,"2, Moledina Rd, Cantonment, Camp, Pune, Maharashtra 411001, India",18.5188773,73.877275,,,,4.1,,,2059,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:20.531845
Way Down South,South Indian,"Sr no 110, Sai krupa apt, 11, Baner - Mahalunge Rd, near d.mart, next to bank of baroda, Laxman Nagar, Baner, Pune, Maharashtra 411045, India",18.566396,73.7707461,,,,4.0,,,5978,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:20.531845
Mr and Mrs Iyer's Kitchen,South Indian,"Survey No. 45, Shop Number 4&5, near, Bhagwan Tatyasaheb Kawade Rd, opp. Vatsalya school, opposite Devaki palace, Shravasti Nagar, Ghorpadi, Pune, Maharashtra 411001, India",18.5288935,73.90601629999999,,,,4.9,,,959,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:20.531845
"Copper Chimney, Viman Nagar",North Indian,"3rd Floor, Phoenix Marketcity, Viman Nagar Rd, Clover Park, Viman Nagar, Pune, Maharashtra 411014, India",18.5625893,73.9169635,,,,4.7,,,9429,3.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:27.968967
Sukanta Thali,North Indian,"K. Ramchandra Sonaba Karpe Rd, Pulachi Wadi, Deccan Gymkhana, Pune, Maharashtra 411004, India",18.5170198,73.8442048,,,,4.1,,,21055,3.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:27.968967
Madhav Pure Veg,North Indian,"Divadkar Apt, Next to Sohrab Hall Pune Railway station platform no.6 side Ahead of Sheraton Grand, near Balkrishna Sakharam Dhole Patil Road, Pune, Maharashtra 411001, India",18.5307694,73.8744917,,,,4.8,,,2773,,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:27.968967
Savya Rasa,North Indian,"Gera Serenity Building, CTS No. 15, near Starbucks Cafe, Koregaon Park, Pune, Maharashtra 411001, India",18.5388527,73.8866766,,,,4.5,,,3544,3.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:27.968967
"Dhaba Estd 1986, Pune",North Indian,"Second Floor, Pavillion Mall, Senapati Bapat Rd, Laxmi Society, Model Colony, Shivajinagar, Pune, Maharashtra 411016, India",18.5341639,73.8297722,,,,4.0,,,1537,3.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:27.968967
The Great Punjab Koregaon Park,North Indian,"No 5, Jewel Tower, Lane Number 5, Ashok Chakra Society, Meera Nagar, Koregaon Park, Pune, Maharashtra 411001, India",18.5364514,73.8974664,,,,4.1,,,1671,3.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:27.968967
Shahi Bhoj Thali Restaurant,North Indian,"573/7 Beside Chhatrapati Sambhaji Garden, Ground Floor Hotel Sapna, Jangali Maharaj Rd, Pune, Maharashtra 411004, India",18.51984,73.8460006,,,,4.1,,,2279,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:27.968967
Rangla Punjab,North Indian,"Survey No. 128/2/1, Mumbai Pune Bypass Road, Pashan, Pune, Maharashtra 411021, India",18.5424816,73.77630479999999,,,,4.0,,,19649,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:27.968967
The Sky Dine - Viman Nagar,North Indian,"3rd floor, turning point 1, near irani cafe, Clover Park, Viman Nagar, Pune, Maharashtra 411014, India",18.5637447,73.91546110000002,,,,4.7,,,818,,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:27.968967
Delhi Kitchen,North Indian,"Shop No 1 to 4, Nirmal Apartment, Park Avenue, Survey 163, Kotbagi Hospital Ln, Ward No. 8, Wireless Colony, Aundh, Pune, Maharashtra 411067, India",18.5636959,73.8047036,,,,4.2,,,1803,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:27.968967
360 Degree Revolving Restaurant,North Indian,"Kahana, bus depote, Bhosale Shinde Arcade, Jangali Maharaj Rd, Pulachi Wadi, Deccan Gymkhana, Pune, Maharashtra 411004, India",18.5171406,73.8433819,,,,3.9,,,5063,3.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:27.968967
Nawab Asia,North Indian,"Balewadi High Street, Shambhu Vihar Society, Laxman Nagar, Baner, Pune, Maharashtra 411045, India",18.5529421,73.8031967,,,,4.2,,,7582,3.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:27.968967
Saffron Restaurant - North Indian Restaurant in Pune,North Indian,"1st Floor, Metro Compound Complex, Bishops Co Ed School, Besides, Kalyani Nagar, Pune, Maharashtra 411006, India",18.5534505,73.9057454,,,,4.6,,,99,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:27.968967
Paasha,North Indian,"JW Marriott, Senapati Bapat Rd, Laxmi Society, Model Colony, Shivajinagar, Pune, Maharashtra 411016, India",18.5319338,73.8296575,,,,4.4,,,4018,4.0,,,,,,,,,,,,,,,,,{'open_now': False},,,,2025-10-18T08:29:27.968967
Dhaba Shaba Indian Veg Bistro,North Indian,"C-20, Vidyut Nagar, Lane No. 5, Sanas Corner, S Main Rd, near to Budhrani Hospital, Koregaon Park, Pune, Maharashtra 411001, India",18.5327675,73.8970078,,,,4.6,,,3161,,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:27.968967
Punjab Grill PMC Viman Nagar,North Indian,"Shop No. 5, 2nd floor, Phoenix Marketcity, Pune Nagar Rd, Clover Park, Viman Nagar, Pune, Maharashtra 411014, India",18.562254,73.9166943,,,,4.2,,,3195,3.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:27.968967
George Restaurant,North Indian,"2436, General Thimayya Road, East St, Camp, Pune, Maharashtra 411001, India",18.5174086,73.8793602,,,,4.1,,,16956,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:27.968967
JM Housefull paratha,North Indian,"Cifco Centre, 1206 B/19, Jangali Maharaj Rd, Deccan Gymkhana, Pune, Maharashtra 411004, India",18.520163,73.8457028,,,,4.1,,,6658,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:27.968967
"Global Punjab, Kothrud (Erandwane)",North Indian,"Shop # 5A & 5B, 884/7, Sharma Chambers, Nal Stop, Pandurang Colony, Erandwane, Pune, Maharashtra 411004, India",18.5079232,73.8315221,,,,4.2,,,1521,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:27.968967
Pind Punjab,North Indian,"Office no -1, 11, Moledina Grant Rd, opposite George Restaurant, Hulshur, Camp, Pune, Maharashtra 411001, India",18.5176172,73.8793379,,,,3.8,,,483,,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:27.968967
"Copper Chimney, Viman Nagar",North Indian,"3rd Floor, Phoenix Marketcity, Viman Nagar Rd, Clover Park, Viman Nagar, Pune, Maharashtra 411014, India",18.5625893,73.9169635,,,,4.7,,,9429,3.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:27.968967
Sukanta Thali,North Indian,"K. Ramchandra Sonaba Karpe Rd, Pulachi Wadi, Deccan Gymkhana, Pune, Maharashtra 411004, India",18.5170198,73.8442048,,,,4.1,,,21055,3.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:27.968967
Madhav Pure Veg,North Indian,"Divadkar Apt, Next to Sohrab Hall Pune Railway station platform no.6 side Ahead of Sheraton Grand, near Balkrishna Sakharam Dhole Patil Road, Pune, Maharashtra 411001, India",18.5307694,73.8744917,,,,4.8,,,2773,,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:27.968967
Savya Rasa,North Indian,"Gera Serenity Building, CTS No. 15, near Starbucks Cafe, Koregaon Park, Pune, Maharashtra 411001, India",18.5388527,73.8866766,,,,4.5,,,3544,3.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:27.968967
"Dhaba Estd 1986, Pune",North Indian,"Second Floor, Pavillion Mall, Senapati Bapat Rd, Laxmi Society, Model Colony, Shivajinagar, Pune, Maharashtra 411016, India",18.5341639,73.8297722,,,,4.0,,,1537,3.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:27.968967
The Great Punjab Koregaon Park,North Indian,"No 5, Jewel Tower, Lane Number 5, Ashok Chakra Society, Meera Nagar, Koregaon Park, Pune, Maharashtra 411001, India",18.5364514,73.8974664,,,,4.1,,,1671,3.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:27.968967
Shahi Bhoj Thali Restaurant,North Indian,"573/7 Beside Chhatrapati Sambhaji Garden, Ground Floor Hotel Sapna, Jangali Maharaj Rd, Pune, Maharashtra 411004, India",18.51984,73.8460006,,,,4.1,,,2279,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:27.968967
Rangla Punjab,North Indian,"Survey No. 128/2/1, Mumbai Pune Bypass Road, Pashan, Pune, Maharashtra 411021, India",18.5424816,73.77630479999999,,,,4.0,,,19649,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:27.968967
The Sky Dine - Viman Nagar,North Indian,"3rd floor, turning point 1, near irani cafe, Clover Park, Viman Nagar, Pune, Maharashtra 411014, India",18.5637447,73.91546110000002,,,,4.7,,,818,,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:27.968967
Delhi Kitchen,North Indian,"Shop No 1 to 4, Nirmal Apartment, Park Avenue, Survey 163, Kotbagi Hospital Ln, Ward No. 8, Wireless Colony, Aundh, Pune, Maharashtra 411067, India",18.5636959,73.8047036,,,,4.2,,,1803,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:27.968967
360 Degree Revolving Restaurant,North Indian,"Kahana, bus depote, Bhosale Shinde Arcade, Jangali Maharaj Rd, Pulachi Wadi, Deccan Gymkhana, Pune, Maharashtra 411004, India",18.5171406,73.8433819,,,,3.9,,,5063,3.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:27.968967
Nawab Asia,North Indian,"Balewadi High Street, Shambhu Vihar Society, Laxman Nagar, Baner, Pune, Maharashtra 411045, India",18.5529421,73.8031967,,,,4.2,,,7582,3.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:27.968967
Saffron Restaurant - North Indian Restaurant in Pune,North Indian,"1st Floor, Metro Compound Complex, Bishops Co Ed School, Besides, Kalyani Nagar, Pune, Maharashtra 411006, India",18.5534505,73.9057454,,,,4.6,,,99,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:27.968967
Paasha,North Indian,"JW Marriott, Senapati Bapat Rd, Laxmi Society, Model Colony, Shivajinagar, Pune, Maharashtra 411016, India",18.5319338,73.8296575,,,,4.4,,,4018,4.0,,,,,,,,,,,,,,,,,{'open_now': False},,,,2025-10-18T08:29:27.968967
Dhaba Shaba Indian Veg Bistro,North Indian,"C-20, Vidyut Nagar, Lane No. 5, Sanas Corner, S Main Rd, near to Budhrani Hospital, Koregaon Park, Pune, Maharashtra 411001, India",18.5327675,73.8970078,,,,4.6,,,3161,,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:27.968967
Punjab Grill PMC Viman Nagar,North Indian,"Shop No. 5, 2nd floor, Phoenix Marketcity, Pune Nagar Rd, Clover Park, Viman Nagar, Pune, Maharashtra 411014, India",18.562254,73.9166943,,,,4.2,,,3195,3.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:27.968967
George Restaurant,North Indian,"2436, General Thimayya Road, East St, Camp, Pune, Maharashtra 411001, India",18.5174086,73.8793602,,,,4.1,,,16956,2.0,,,,,,,,,,,,,,,,,{'open_now': True},,,,2025-10-18T08:29:27.968967
