name,cuisine,address,rating,latitude,longitude,phone,user_ratings_total,website,authenticity_score
Hotel Swanand,Chinese,"Shastri Nagar Rd, Bhelkenagar, Kothrud, Pune",4.6,18.5039918,73.8080329,+91 96735 35820,149.0,,4.47
The Momo Panda,Chinese,"The Momo Panda, Karishma Society Shop No. 26,Opposite Kasat Saree Showroom , Kothrud, Pune-29, 17, Late GA Kulkarni Path, Kothrud, Pune",4.2,18.502711,73.82185539999999,+91 93594 35080,1601.0,http://www.themomopanda.com/,4.2
Samarth Veg Restaurant,Chinese,"7, Gujarat Colony Rd, Gujrat Colony, Kothrud, Pune",4.0,18.5074266,73.8083772,+91 95959 48655,1877.0,https://samratrestaurant.org/,4.01
Moonlight Real Chinese Restaurant,Chinese,"17, BLOCK-2, Near, Late GA Kulkarni Path, Kothrud, Pune",3.2,18.5038272,73.8210335,+91 91750 02525,616.0,,3.35
Palkhi Family Restaurant,Chinese,"Shop Number.24, BLOCK-2, KARISHMA COMPLEX, Kothrud Industrial Area, Kothrud, Pune",4.1,18.5028858,73.8218802,+91 20 2542 1701,55.0,,4.22
Chinese Wok,Chinese,"Survey No. 17, Hissa Cts No. 697, Karishma Co-Op. Hsg. Society Ltd, Shop No. 13, 2, Karve Rd, Kothrud, Pune",2.0,18.5031526,73.8218083,+91 73044 02877,83.0,https://www.thechinesewok.com/,3.25
The Silent Partner,Italian,"Plaza Cloud9, NINE HILLS SOCIETY, Shop number 3 & 5, NIBM Kondhwa Link Rd, Pune",4.5,18.4757616,73.9091026,+91 99216 57177,999.0,,4.48
La Vera Pizzeria,Italian,"Shop no.25, Archana Kohinoor Glory, building, NIBM Rd, Raheja Vista, chowk, Mohammed Wadi, Pune",5.0,18.472748,73.9112246,Not Available,83.0,,4.61
Si Nonna's - the Original Sourdough Pizza | NIBM | Pune,Italian,"LGF, Shop: S-5, The ARK, Voyage To The Stars, NIBM Rd, Mohammed Wadi, Pune",4.8,18.4747654,73.9087831,+91 70589 16808,1922.0,https://sinonnas.com/,4.77
Alfredo,Italian,"Crystal park, Shop No. 10, Building B, Wing C, Road, opp. H.V Desai Eye Hospital, Mohammed Wadi, Pune",4.9,18.4730864,73.9234293,+91 91121 31119,100.0,https://magicpin.in/Pune/Sasane-Nagar/Restaurant/Alfredo/store/134767c/?utm_source=gbp,4.59
Richh Street Coffee - NIBM,Italian,"Richh Street Coffee, NIBM Rd, near Lavanya Pure Veg, Mohammed Wadi, Pune",4.3,18.4652318,73.91175919999999,+91 95617 06759,396.0,,4.3
Lavanya Veg Restaurant,Italian,"Sr. No 17, 18, NIBM Rd, Mohammed Wadi, Pune",4.1,18.4650021,73.9118312,+91 90676 07171,456.0,,4.13
"Little Italy Restaurant, Lullanagar Pune",Italian,"Gandhi Empire 2, Ground Floor, Kondhwa Rd, next to Vespa Show Room, Dhorvadi, Lullanagar, Pune",4.0,18.489614,73.8869868,+91 95526 95000,3056.0,http://www.littleitaly.in/,4.01
The Basil Deck,Italian,"7th floor, Marvel Vista, 740, Gera Junction, Lullanagar, Pune",4.1,18.4856892,73.88808270000001,+91 72760 28888,2624.0,,4.11
The Good Crust by SWS Veg Pizzaria,Italian,"Soba Savera, BS-3, Sitaram Aabaji Bibwe Path, Jedhe Nagar, Shree Sant Eknath Nagar, Bibwewadi, Pune",4.9,18.4751604,73.8615456,Not Available,54.0,,4.5
Cafe Pizza Bites,Italian,"Shop number 17, Shantidoot Society, Shiv Darshan Rd, Parvati, Parvati Industrial Estate, Parvati Paytha, Pune",5.0,18.4896871,73.85432930000002,Not Available,4.0,,4.31
GLR Hills Hotel,Italian,"Plot No 341, Old Mumbai - Pune Hwy, beside Kalokhe HP Petrol Pump, near Somatne Phata, Tukaram Nagar, Talegaon Dabhade",4.7,18.7068552,73.6832186,+91 74480 42626,158.0,https://www.glrhillshotel.in/,4.54
Monginis Cake Shop,Italian,"Shop No 13, Trimurti Plaza, Old Mumbai - Pune Hwy, Somatne Phata, Maval, Pune",4.0,18.7030066,73.68630859999999,+91 98603 39596,21.0,https://cakeshops.monginis.net/monginis-cake-shop-shree-sai-foods-somatane-phata-cake-shop-maval-pune-165736/Home?utm_source=locator&utm_medium=googleplaces,4.23
"Cafe Pancham, Bhugaon",Italian,"Shop No. 12/13, Riddhi Siddhi Apartment, Cafe Pancham, Mulshi Rd, Bhukum, Pune",4.6,18.5000924,73.7254045,+91 93711 21577,68.0,,4.41
Pizza Affairs- Best place to celebrate birthday in Pune,Italian,"Ambegaon valley apartment (B), Pune Banglore Highway First Floor, NH 48, Opposite Swaminarayan Temple, Ambegaon Budruk, Pune",4.8,18.4411471,73.8397049,+91 94049 63699,816.0,https://instagram.com/pizza.affairspune?igshid=YmMyMTA2M2Y=,4.74
Pizza town cafe,Italian,"Akshar Heights, Talegaon-Chakan Rd, opp. to manoharnagar, Manohar Nagar, Talegaon Dabhade",4.5,18.7347811,73.6891004,+91 86057 57600,8.0,,4.3
McLLo Cafe / Best cafe in Talegaon,Italian,"Chakan Road, Vatan Nagar, Talegaon Dabhade",4.5,18.7333861,73.6800267,+91 79725 12423,422.0,https://tinw.in/mcllocafe,4.46
The Glory- Kitchen & Bar,Italian,"Theur Phata, Solapur - Pune Hwy, near Green Park Society, Pune",4.4,18.4883057,74.0507662,Not Available,49.0,http://theglorykitchenandbar.in/,4.32
The Veg Culture,Italian,"3rd Floor, Kumar Pacific Mall, Shankar Sheth Rd, Vrindavan Society, Gultekadi, Pune",4.2,18.5011304,73.87222870000001,+91 86989 95000,359.0,http://airmenus.in/thevegculture,4.22
Pizzatto's,Italian,"Shop No 11, Pancharatna Apartment, Bhairoba Nala, nr. State Bank Of India, Fatima Nagar, Wanowrie, Pune",4.9,18.5063208,73.8999039,+91 98211 19090,83.0,,4.56
11 East Street Cafe,Italian,"Virvani Plaza, 11, East St, Camp, Pune",4.0,18.5126242,73.8801956,+91 99606 17811,3913.0,,4.01
Cafe Peter,Italian,"Amba Complex, 2, MG Road, opp. Wonder Land, Camp, Pune",4.1,18.5162399,73.8784553,+91 86429 98642,696.0,,4.12
The Urban Crust | Best Cafe in Pimpri | Best Cafe in Nehru Nagar | Best Pizza in Pimpri | Fresh Dough Pizza in Pimpri,Italian,"Shop No. 8, Shankeshwar Darshan, Santoshi Mata Chowk, Mukesh Nagar, Pimpri Colony, Pune, Pimpri-Chinchwad",5.0,18.6295108,73.81958039999999,+91 84848 75342,66.0,https://www.instagram.com/the.urbancrust/,4.57
TITLI - Hillside Deck,Italian,"147/1 Maan Gaon Road, Hinjawadi phase 3,Maan, Gaon road, Phase 3, Hinjawadi, Pune",4.2,18.5715161,73.6942715,+91 96374 44466,976.0,,4.21
Cognizant Cafeteria,Italian,"411057, Phase 3, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune",3.4,18.5962982,73.6886447,Not Available,866.0,,3.49
Fluffy Egg,Italian,"Shop No. 4, Sr, 585, Mumbai Pune Bypass Rd Flyover, next to Sai Petroleum, Kate Wasti, Punawale, Dattwadi",3.7,18.6310301,73.7417246,Not Available,171.0,https://www.fluffyegg.in/,3.92
Hot N Crispy,Italian,"Shop No 10, Survey 15, Shreenath Choupati, Pandhare Wasti, Kate Wasti, Punawale, Pimpri-Chinchwad",4.8,18.6271384,73.7382815,Not Available,32.0,,4.41
Alag Aasmaan-The Travel Cafe,Italian,"Alag Aasmaan, shop no. 9&10, Sr no. 210, bhakti apartments, near konark campus, Viman Nagar, Pune",4.5,18.5697596,73.9106818,+91 91194 01040,1017.0,http://www.alagaasmaan.in/,4.48
PizzaExpress,Italian,"Survey No. 225, Aero Mall, Unit No. K-1, 2nd Floor, next to Pune International Airport, Lohegaon, Pune",4.8,18.5778985,73.9074547,+91 86553 59743,745.0,https://stores.gourmetinvestments.com/store-pages/pizzaexpress-aero-mall-pune/,4.74
Bella Italia Resto,Italian,"05, Hinjawadi Phase 1 Rd, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune, Pimpri-Chinchwad",4.9,18.5785055,73.7361979,+91 88578 07451,115.0,,4.61
PiZZA MeRRANO - Hinjawadi,Italian,"Unit No. 6, Ground Floor, Suratwala Mark Plazzo, Hinjawadi Phase 1 Rd, Hinjawadi, Wakad, Pune, Pimpri-Chinchwad",4.9,18.5904656,73.74832070000001,+91 93716 26596,71.0,,4.54
La Spica,Italian,"204, Vrundavan Apartment, opposite to zolo braavos, near ganpati temple, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune, Pimpri-Chinchwad",4.9,18.5970134,73.7309708,+91 95296 10529,131.0,https://instagram.com/la_spicaa?igshid=Yjk4NWM2ZWVkMw==,4.63
Kannu Ki Chai Maan Road Hinjewadi Phase 1,Italian,"society, Maan Rd, adjacent to hotel Le-Royale, near ASHOK MEADOWS, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune, Pimpri-Chinchwad",4.0,18.5841115,73.7304005,+91 76665 16930,211.0,https://kannukichai.com/,4.09
Baithack - Taste of Kulhad ( Hinjewadi),Italian,"Link Road, Shop 2, Atlanta 3, Hinjawadi - Wakad Rd, Pune",4.8,18.59304,73.7491599,+91 90226 16906,31.0,,4.41
FML - Food Music Love (Hinjewadi),Italian,"Hinjawadi Rd, near HP Petrol Pump, Hinjawadi, Pimpri-Chinchwad",4.0,18.5909637,73.7479695,+91 78880 01166,12098.0,https://foodmusiclove.fmlhospitality.com/,4.0
Rude Lounge,Italian,"Sr. No, 22/3/4/5, Hinjawadi Rd, near Indian Oil Petrol Pump, Hinjawadi, Pune, Pimpri-Chinchwad",3.9,18.5912387,73.7485413,+91 77388 92827,462.0,,3.97
Pizzalicious,Italian,"KP14 PLUS ,WADACHI WADI RD, UNDRI, HADAPSAR, Pune",5.0,18.4459342,73.9175495,Not Available,39.0,,4.48
MOJO Pizza - 2X Toppings,Italian,"Shop No. 06,07, 08& 09, S.No.60/2/2-60/3,Upper Ground Floor, Sky Pavilion, above Reliance Smart, Atur Nagar, Undri, Pune",4.8,18.4509,73.914,Not Available,332.0,https://eatclub.in/,4.68
Royal Palm Family Restaurant & Bar,Italian,"Holkarwadi Rd, Pune",4.2,18.4496085,73.93250309999999,+91 77739 33032,1020.0,,4.21
Chafa Cafe and Studio,Italian,"Ganga Legends County, Ram Nagar, Bavdhan, Pune",4.0,18.5219714,73.774829,+91 97671 00022,258.0,,4.08
Cafe U n Me and Ratnawali’s Rasoi,Italian,"Ganga Legends County, above Ileseum Clubs, Ram Nagar, Bavdhan, Pune",4.7,18.522087,73.77565659999999,+91 70209 02748,61.0,https://www.cafeunme.com/,4.44
Mamma Mia Pizza Restaurant | Veg | Non Veg,Italian,"shop no 9, Mantri Lavendula, Appt, Bhugaon road, next to Jijai Coffee House, Pranjali Patil Nagar, Bavdhan, Pune",4.7,18.5080335,73.7724691,+91 96534 81428,85.0,,4.48
Cafe Deja Vu Bavdhan,Italian,"Mumbai Hwy, beside Chellaram Hospital, Patil Nagar, Bavdhan, Pune",4.1,18.5213611,73.7700029,+91 788 783 6666,1250.0,http://www.cafedejavu.in/,4.11
Cafe Peter Bavdhan,Italian,"Waman Ganesh Heights, Dr. Homi Bhabha Rd, Bavdhan, Pune",4.3,18.5105388,73.7818684,+91 82374 00300,4755.0,,4.3
Ambrosia Resort and Spa,Italian,"Survey No, 38/2, Bavdhan, Pune",4.2,18.5034012,73.7682786,+91 98224 97178,5517.0,,4.2
La Magia,Italian,"Sunderban Resort & Spa, Lane 1, Koregaon Rd, near Bombay Shirt Company, Vasani Nagar, Koregaon Park, Pune",4.3,18.5373848,73.88893709999999,+91 93255 32934,206.0,,4.29
Al DI LA - Rooftop Restaurant In Pune,Italian,"Conrad Pune, Sangamvadi, Pune",4.5,18.5348518,73.8833161,+91 20 6745 6745,341.0,https://www.conradpune.com/restaurants-and-bars/al-di-la/,4.45
Squisito - The Italian Ristorante,Italian,"Jewel Tower, Lane Number 5, Ashok Chakra Society, Meera Nagar, Koregaon Park, Pune",4.3,18.536326,73.8972821,+91 99219 70461,1801.0,https://www.squisitoindia.com/,4.3
Toscano Pune Koregaon Park,Italian,"S Main Rd, Suyojana Society, Iricen Railway Colony, Koregaon Park, Pune",4.4,18.5329601,73.89684419999999,+91 95296 57901,1920.0,https://toscano.world/,4.39
Italian Oven,Italian,"GVPQ+4RG, GVWM+XMH, Parna kuti paytha, opposite Darbar Bakery, Salwe Nagar, Yerawada, Pune",4.9,18.5353153,73.8895649,Not Available,15.0,http://italian-oven.vercel.app/,4.36
Dario's Restaurant Café Bar,Italian,"Calyx 19 Vidut Nagar Society, Lane Number 5, near Durga Mata Temple, Ashok Chakra Society, Meera Nagar, Koregaon Park, Pune",4.3,18.5337493,73.8972644,+91 89566 10501,3940.0,,4.3
"Cafe From The Tree, KP",Italian,"Flat no 2, Zeenat Cooperative Society, A Ln, Vaswani Nagar, Ragvilas Society, Koregaon Park, Pune",4.4,18.540862,73.8873651,+91 80104 70334,226.0,https://www.instagram.com/cafefromthetree/,4.36
"Little Italy Restaurant, (PURE VEG) Bund Garden",Italian,"Amrutlal Mehta Rd Rd, next to Tanishq Showroom, Bund Garden, Sangamvadi, Pune",4.2,18.5396013,73.8834423,+91 20 2616 5656,2399.0,http://www.littleitaly.in/,4.2
Beetroot Bistro,Italian,"B13/B14 Vidyut Nagar End of, Lane No. 6, Koregaon Park, Pune",4.3,18.5339962,73.89815159999999,+91 97664 53254,2096.0,https://www.instagram.com/beetrootbistro/,4.3
The Camden Lane,Italian,"Lane E, Ragvilas Society, Koregaon Park, Pune",4.2,18.5400035,73.8939815,+91 77579 42396,683.0,,4.21
Pimlico,Italian,"End of, Lane No. 6, Ashok Chakra Society, Meera Nagar, Koregaon Park, Pune",4.2,18.5340041,73.898214,+91 99228 74406,4094.0,https://instagram.com/pimlico_cafe,4.2
Arthur's Theme,Italian,"SHOP NO 2, VRINDAVAN APARTMENTS, Lane No. 6, opp. COSMOS BANK, Ganga Fortune Society, Meera Nagar, Koregaon Park, Pune",4.4,18.5385035,73.8985874,+91 20 2615 2710,3229.0,,4.4
Yogi Tree,Italian,"294, 2, Vaswani Nagar, Ragvilas Society, Koregaon Park, Pune",4.1,18.5412358,73.8877656,+91 78880 41251,1729.0,http://www.hotelsuryavilla.com/,4.11
The Flour Works,Italian,"No 18, Nirvana Commercial, 3, North Ave, near ICICI Bank, Pune",4.2,18.5495108,73.9008582,Not Available,6119.0,,4.2
Peppino restaurant,Italian,"Lane No. 6, Meera Nagar Garden Society, Meera Nagar, Koregaon Park, Pune",4.7,18.5365561,73.8986231,+91 70280 04199,7.0,,4.31
Thyme & Whisk Koregaon Park - Best Pure Veg Fine Dine Restaurant in Pune,Italian,"Unit B1 & LG01, Jewel Square mall, next to Bharat Petroleum, Vasani Nagar, Koregaon Park, Pune",4.5,18.5390276,73.8857345,+91 88505 45057,807.0,,4.48
Tutto Bene Bund Garden,Italian,"Bund Garden Rd, Next to Tanishq Showroom, Sangamvadi, Pune",4.3,18.5395672,73.8834043,+91 74985 00952,70.0,,4.29
La Segreto Cafe and Resto,Italian,"near Vitthal Rukmini Mandir, Sector 25, Pradhikaran, Nigdi, Pimpri-Chinchwad",4.3,18.6609375,73.7700625,+91 93700 66429,166.0,,4.29
gayatrree Veg Restaurant,Italian,"Kashinath Kadam Rd, Sector 25, Pradhikaran, Nigdi, Pimpri-Chinchwad",4.1,18.6585572,73.7689012,+91 20 2765 7883,1746.0,,4.11
Pizza Galleria RAVET PUNE,Italian,"Janhavi Residency, Ravet High St, near D-Mart, Shinde Vasti, Ravet, Pimpri-Chinchwad",4.7,18.6465814,73.7548877,+91 96075 87999,299.0,https://pizzagalleria.in/,4.6
Cafe Uniq Aroma (cloud kitchen),Italian,"A plot number 258, Sector 27 /A Sector 27, Sector No. 27, Pradhikaran, Nigdi, Pimpri-Chinchwad",4.1,18.6501537,73.7725074,+91 99605 29021,551.0,,4.13
Cafe Destination,Italian,"Ganga Nagar Rd, Pradhikaran, Nigdi, Pimpri-Chinchwad",4.3,18.6481816,73.7660303,+91 77419 51166,1671.0,,4.3
The Cozy Cauldron,Italian,"Scheme No. 04, Plot No. 38, Scheme 4, Sector- 21, Yamuna Nagar, Nigdi, Pune, Pimpri-Chinchwad",4.8,18.6626603,73.7827592,+91 74984 30132,29.0,,4.4
Crazy Cheesy Cafe - Saswad,Italian,"Shop No 6, Ram Heights, Taradatta Park, near waghire college, Swarna Nagari, Saswad",4.7,18.3545716,74.0268167,+91 70406 55838,153.0,https://www.crazycheesy.com/,4.54
"Krushna Pure Veg,Hadapsar",Italian,"Survey number 84, 3B, Solapur - Pune Hwy, near siddhivinayak petrol pump, Gund wasti, Manjri Bk, Pune",4.2,18.4972495,73.9668215,+91 96655 54845,2590.0,,4.2
Vaishali Bhel ️,Italian,"Mumbai - Pandharpur Rd, Opposite Laxmi colony, Survey No 15, Hadapsar, Pune",4.0,18.498838,73.9546119,+91 90490 02424,1829.0,,4.01
Pasco Kitchen & Bar,Italian,"Sr. 134, Brand Square, Third Floor, Utopia, 301 No.133, Kunal Icon Rd, Pimple Saudagar, Pune",4.2,18.5931114,73.79631479999999,+91 85070 28507,1222.0,https://booktables.in/id/pasco,4.21
The Lasagna House,Italian,"Awhalwadi Rd, Pune",5.0,18.5739008,73.9865985,Not Available,7.0,,4.33
Greystone restaurant & banquet,Italian,"HX9Q+863 Greystone restaurant & banquet, Awhalwadi Rd, Siddhi Park, Kalubai Nagar, Wagholi, Pune",4.6,18.5683119,73.988095,+91 84840 17707,973.0,,4.57
The D Pizza,Italian,"Shop No. 2, Mangal Murti Heights, near Wagheshwar Palace, Wagholi, Pune",4.5,18.5833871,73.9903598,+91 70301 26003,846.0,http://www.thedpizza.com/,4.48
The Little Space,Italian,"Shop no.1, umang pride, Ivy Estate Rd, Wagholi, Pune",4.5,18.584068,74.0001677,+91 88158 58477,56.0,,4.36
Cafe Hungry Monkey - Bakori phata Wagholi,Italian,"Rainbow Crossroads, Shop No 12, Bakori phata, BJS chowk",4.1,18.5900482,73.9967144,+91 98233 19056,311.0,http://www.cafehungrymonkey.in/,4.14
Little Italy Restaurant Shivaji Nagar,Italian,"465/C1, Park Plaza, CTS - 1085, Ganeshkhind Rd, next to Central Mall, Akashvani Rashtriya Film Sangrahalay Quarters, Model Colony, Shivajinagar, Pune",4.0,18.5349494,73.8381793,+91 96042 95000,685.0,http://www.littleitaly.in/,4.04
The Crazy Biryani,Italian,"R9, shop, kolte Patil, Life Republic, 33, Hinjawadi Marunji Rd, Pune, Nere",3.9,18.6264552,73.7105356,+91 90969 24452,54.0,,4.15
The Flour Works,Italian,"Ground Floor, Soho by Panchshil, Panchshil Towers Tower-A, Kharadi, Pune",4.0,18.5507148,73.963362,Not Available,552.0,,4.04
Cafe Buddy’s Espresso - Best Cafe in Kharadi,Italian,"Survey No. 60, Building-A, Ganga Platino, Shop No. 2, Ground, next to World Trade Center, II, Kharadi, Pune",4.8,18.5551621,73.94760939999999,+91 91720 84732,167.0,https://www.instagram.com/cafebuddysespresso_kharadi?igsh=bXB1YWF0anBsNTY1,4.61
PizzaToons Kharadi,Italian,"Shop No.4, Yewle Amrutulya, GLOBAL BUSINESS HUB, opposite to Gera Commerzone IT Park Road, EON Free Zone, Kharadi, Pune",4.5,18.5534464,73.9497471,Not Available,200.0,http://www.pizzatoons.in/,4.43
Le Plaisir,Italian,"Rajkamal Survey No. 759/125, Prabhat Road, Opposite Cox and Kings, Near, Kelkar Nursing Home, Pune",4.4,18.5143642,73.8386081,+91 85509 95835,11198.0,,4.4
La casetta,Italian,"Manohar More Path, Deccan Gymkhana, Pune",4.2,18.5142469,73.8411574,Not Available,119.0,https://www.instagram.com/lacasetta.pune/,4.24
Verandah,Italian,"Mehendale Garage Compound, 31/1, Gulawani Maharaj Road, Pandurang Colony, Erandwane, Pune",4.3,18.5051357,73.8315313,+91 96074 20066,6333.0,,4.3
Da Nonna's Pizzeria,Italian,"796/4 white lotus, Dr Joshi Hospital lane, off, Dr Ketkar Rd, Shreeman Society, Shivaji Nagar, Deccan Gymkhana, Pune",4.5,18.5178704,73.833697,+91 74474 47208,1571.0,,4.49
daWholesum Resto-Cafe,Italian,"daWholesum Resto-Cafe , Shanti Plaza, Shop no. 4, off FC road. Below PDCC bank. Venus Traders lane, Deccan Gymkhana, Pune - 411 004, Pune",4.9,18.5196084,73.8417036,+91 88550 08232,710.0,http://www.dawholesum.com/,4.82
SuBakes - Wood Fired Pizzeria,Italian,"Shop No. 2 & 3, Chaitanya Apartment, 2063, near SIR PARASHURAMBHAU COLLEGE, Sadashiv Peth, Pune",4.4,18.506597,73.8506938,+91 90215 49565,1413.0,,4.39
Si Nonna's - The Original Sourdough Pizza | FC Road | Pune,Italian,"Shop No. 1-9, Lower Ground Floor, One Place, Fergusson College Rd, Bhamburda, Shivajinagar, Pune",4.7,18.5259706,73.8419084,+91 84214 16934,2490.0,http://www.sinonnas.com/,4.68
Pokket Cafe,Italian,"Shop No. 18, Savitri Audumbar, DSK Vishwa Rd, Sitaee Nagar, Dhayari, Pune",4.3,18.4473115,73.80935339999999,+91 78238 50571,301.0,http://www.pokketcafe.com/,4.3
Il Fungo Magico,Italian,"Shop No 3, Aarsh Corner, Sanjay Park, near Ganpati Mandir, Viman Nagar, Pune",4.9,18.5706818,73.9010976,+91 98908 15012,46.0,,4.48
Buon Cibo - The Italian Cafe,Italian,"Shop no. L 1, Axis Centra, Pancard Club Road, Opp. Swojas Solitaire, Baner, Pune",4.4,18.5573899,73.77069809999999,+91 99700 09001,1501.0,,4.39
Little Italy Baner,Italian,"Unit no:3, Eleven West, Pancard Club Rd, Baner Gaon, Baner, Pune",4.8,18.5567044,73.7832962,Not Available,46.0,,4.45
Fontanaviva italian food Giuseppe Jijios,Italian,"Sr.no.65Pl, no29, Pashan - Sus Rd, near Audi showroom, Raavi Nagar, Sus, Pune",4.5,18.5463572,73.7639909,+91 75076 18522,193.0,https://www.fontanavivaitafood.com/,4.43
"Cafe from the tree, Baner",Italian,"Cafe From The Tree, Shop 7, Athashri D, near 24K Sereno, Pune",4.3,18.5537351,73.7794619,+91 80104 70334,647.0,https://www.instagram.com/cafefromthetree/,4.3
Buon Cibo - The Italian Cafe,Italian,"Shop No.3 Shree Shankeshwar Dand Ikon, BRT Road, opposite Creative Public School, Ravet, PMC",4.4,18.6436012,73.7492226,+91 85510 77001,731.0,,4.39
Krishna Veg,Italian,"Kiwale Rd, Kotwal Nagar, Ravet, Dehu Road",3.9,18.6602764,73.7301593,Not Available,6368.0,,3.91
Le Stone,Italian,"Survey 69/7A, Aundh - Ravet BRTS Rd, off Mukai Chowk, near Celestial City Road, Ravet, Pimpri-Chinchwad",4.2,18.6562999,73.735798,+91 97679 66667,5676.0,,4.2
"PiZZA MeRRANO, Moshi",Italian,"Dehu - Moshi Rd, near Laxmi Chowk, MIDC, Moshi, Pimpri-Chinchwad",4.7,18.6802888,73.83182649999999,+91 83809 02251,1382.0,https://pizzamerrano.petpooja.site/,4.67
Fables café,Italian,"Floor-1, Unit- 125B, swaraj capital, Borhade Wadi, Moshi, Pune, Pimpri-Chinchwad",4.5,18.6834087,73.8355407,+91 77580 71734,216.0,,4.43
Classio - Family Restaurant & Bar,Italian,"Gat No. 119, Gaikwad Property, Alandi - Moshi Rd, Moshi",4.4,18.6790926,73.8560311,+91 85751 65555,3124.0,https://classiomoshi.com/,4.4
Why So Cheesy???,Italian,"Sahil Vighnesh, Residency, Bhujbal Vasti, Wakad, Pimpri-Chinchwad",4.7,18.5926792,73.7552324,+91 90983 68728,147.0,https://magicpin.in/Pune/Wakad/Restaurant/Why-So-Cheesy/store/56909b/?utm_source=gbp,4.53
SPOT18,Italian,"Wakad - Bhosari BRTS Rd, Mana-mandir Society, Rahatani, Pimpri-Chinchwad",4.0,18.5936348,73.78603439999999,Not Available,30902.0,,4.0
Darshan Restaurant,Italian,"Amar Business Park, Sadanand Estate, Plot No. A1, Ram Nagar, Baner, Pune",4.0,18.5688023,73.7669303,+91 74477 67100,8585.0,https://darshanrestaurant.org/,4.0
Incognito Restaurant Bar & Cafe,Italian,"Panchshil Business Park, Baner - Balewadi Rd, Baner, Pune",4.3,18.5703494,73.77398869999999,+91 89755 30505,4001.0,http://www.incognito.co.in/reservation/reservation.html,4.3
PizzaExpress,Italian,"S.No. 132, Mall Of Millennium, T-51, 3rd Floor, 23, Pune - Bangalore Highway, Shankar Kalat Nagar, Wakad, Pimpri-Chinchwad, Pune",4.7,18.5994138,73.75650499999999,+91 86553 21244,891.0,https://stores.gourmetinvestments.com/store-pages/pizzaexpress-mall-of-millennium-pune/,4.66
Tales & Spirits Hunter's Bistro,Italian,"Park Grandeur, Baner - Balewadi Rd, Balewadi, Pune",4.2,18.5718035,73.7752501,+91 89750 69999,4814.0,http://www.talesnspirits.com/,4.2
Circuit House,Italian,"Laxman Nagar, Baner, Pune",4.3,18.5707367,73.77194829999999,+91 70587 56269,2259.0,https://circuithousebalewadihighstreet.shop/,4.3
PizzaExpress,Italian,"Unit No. 5B, Balewadi High St, Laxman Nagar, Balewadi, Pune",4.5,18.570932,73.77427250000001,+91 86557 69470,1733.0,https://stores.gourmetinvestments.com/store-pages/pizzaexpress-balewadi-pune/,4.49
Tossin Pizza Baner Pune,Italian,"101 Metropolis, Balewadi High St, Laxman Nagar, Baner, Pune",4.3,18.5705346,73.7718405,+91 86007 86509,415.0,https://tossinpizza.com/order/baner-pune,4.3
Copa Villa,Italian,"Wakad - Bhosari BRTS Rd, Shakti Colony, Pimple Nilakh, Pimpri-Chinchwad",4.1,18.5921961,73.7838434,+91 90380 23802,2744.0,https://www.zomato.com/pune/copa-villa-pimple-nilakh/info,4.11
Fatcook,Italian,"17/2/1, Yugay Building, 1, Baner - Balewadi Rd, Opposite Aditya Shagun Society, Baner, Pune",4.1,18.5699619,73.7809534,+91 72760 07766,2224.0,,4.11
L'Amico,Italian,"SHOP NO. 11, SHRIRAM APARTMENT, CTS- 286, S. NO. 19/1, 8B, Hingane Home Colony, Karvenagar, Pune",4.7,18.4884873,73.8131804,+91 90962 90287,25.0,,4.37
Café 9's,Italian,"Shop 2, B, Barate Empire, lane 11, Sahu Colony, Karvenagar, Pune",4.4,18.4860704,73.8194602,+91 98811 55976,17.0,,4.3
Frullato Sinhgad Road,Italian,"SHOP NO. 18, Ganga Bhagyoday, S. NO. 35-40, Sinhgad Rd, Manik Baug, Anand Nagar, Pune",4.7,18.4702793,73.8215853,+91 74982 61319,65.0,,4.45
Mystic Flavours,Italian,"Spandan, Popular Nagar, Giridhar Nagar, Warje, Pune",4.1,18.4847269,73.7985945,+91 88882 89126,2160.0,https://mysticflavours.in/,4.11
Pizza Burst Sinhgad Road,Italian,"1st Floor, Grand Horizon Mall, Sinhgad Rd, Manik Baug, Anand Nagar, Pune",4.6,18.4736276,73.82248349999999,+91 86690 64295,582.0,,4.55
The Green Roof Pure Veg Restaurant In Pune,Italian,"Parinay Complex, Sinhgad Rd, Manik Baug, Anand Nagar, Pune",4.0,18.4731056,73.821196,+91 88880 23456,3759.0,https://www.thegreenroofrestaurant.in/,4.01
Pokket Cafe Karve Nagar,Italian,"8/15, Cummins College Rd, Anand Colony, Suvarn Colony, Hingne Budrukh, Karvenagar, Pune",4.0,18.4872463,73.819324,+91 79729 63065,543.0,,4.04
Gharguti Zaayka,Italian,"FRR6+4Q7, State Bank Nagar, Hingane Home Colony, Karvenagar, Pune",4.3,18.4902635,73.8119079,Not Available,,,
