name,cuisine,address,rating,latitude,longitude,phone,user_ratings_total,website,authenticity_score,summary_text
Hotel Mauli And snacks Corner,Cafe,"PVRW+XH9, Chakan Shikrapur Rd, Rase",4.2,18.7424125,73.8964719,Not Available,79.0,,4.25,"Hotel Mauli And snacks Corner Cafe PVRW+XH9, Chakan Shikrapur Rd, Rase Rating: 4.2"
Cafe Blu at Radisson Blu Pune Hinjawadi,Cafe,"136/1, Hinjawadi Phase 1 Rd, behind Mahindra International School, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune, Pimpri-Chinchwad",3.8,18.5838168,73.73969690000001,+91 78880 13407,421.0,https://www.radissonhotels.com/en-us/hotels/radisson-blu-hinjawadi-pune/restaurant-bar?cid=a:se%20b:gmb%20c:apac%20i:local%20e:rdb%20d:ind%20h:INMHPNQHIN,3.89,"Cafe Blu at Radisson Blu Pune Hinjawadi Cafe 136/1, Hinjawadi Phase 1 Rd, behind Mahindra International School, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune, Pimpri-Chinchwad Rating: 3.8"
24/7 Gallery Cafe - Hyatt Place,Cafe,"Hyatt Place Pune, Rajiv Gandhi Infotech Park, Phase 1, Hinjewadi, Pune, Hinjewadi, North Pune, Hinjawadi Phase 1 Rd, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune",4.1,18.5860609,73.7361079,+91 20 6698 1234,438.0,https://www.hyattrestaurants.com/en/dining/india/pune/multi-cuisine-restaurant-in-hinjawadi-24-7-gallery-cafe?utm_source=gmblisting_hyattPlacePune&utm_medium=24/7_GalleryCafe&utm_campaign=GMB,4.13,"24/7 Gallery Cafe - Hyatt Place Cafe Hyatt Place Pune, Rajiv Gandhi Infotech Park, Phase 1, Hinjewadi, Pune, Hinjewadi, North Pune, Hinjawadi Phase 1 Rd, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune Rating: 4.1"
Cafe Rainbow,Cafe,"Paradise food court near European street maan road, Hinjawadi Phase 1 Rd, Hinjawadi",4.9,18.5846818,73.7312744,+91 92849 75029,34.0,,4.44,"Cafe Rainbow Cafe Paradise food court near European street maan road, Hinjawadi Phase 1 Rd, Hinjawadi Rating: 4.9"
"SaladO Cafe, Pune",Cafe,"Ground floor, Shop no, E-08 & E13, Street of Europe, near Infosys Circle Phase 1 Hinjawadi, Phase 1, Pune",4.9,18.5851456,73.7300765,Not Available,105.0,http://www.saladocafe.com/,4.6,"SaladO Cafe, Pune Cafe Ground floor, Shop no, E-08 & E13, Street of Europe, near Infosys Circle Phase 1 Hinjawadi, Phase 1, Pune Rating: 4.9"
Citrus Cafe by Lemon Tree,Cafe,"LEMON TREE HOTEL, Hinjawadi Phase 1 Rd, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pimpri-Chinchwad, Pune",4.2,18.5856625,73.7344066,+91 86576 78825,345.0,https://www.lemontreehotels.com/lemon-tree-hotel/pune/hinjawadi-pune/restaurants?utm_source=Google&utm_medium=GMB,4.22,"Citrus Cafe by Lemon Tree Cafe LEMON TREE HOTEL, Hinjawadi Phase 1 Rd, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pimpri-Chinchwad, Pune Rating: 4.2"
MoMo Café,Cafe,"S. No. 19 & 20, P4, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune, Pimpri-Chinchwad",4.0,18.5913424,73.74680049999999,+91 20 4212 2080,613.0,https://www.marriott.com/en-us/dining/restaurant-bar/pnqph-courtyard-pune-hinjewadi/160548-momo-caf.mi,4.04,"MoMo Café Cafe S. No. 19 & 20, P4, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune, Pimpri-Chinchwad Rating: 4.0"
Vandaag - Vivanta Pune,Cafe,"Vivanta Pune, Hinjawadi Xion Complex, Hinjawadi - Wakad Rd, Hinjawadi, Pune",4.2,18.591722,73.7452059,+91 20 6658 4040,200.0,https://www.vivantahotels.com/en-in/hotels/vivanta-pune/restaurants/vandaag-pune?utm_source=google&utm_medium=local&utm_campaign=vandaag-pune-cla&utm_content=vandaag-pune-cla-gmb,4.23,"Vandaag - Vivanta Pune Cafe Vivanta Pune, Hinjawadi Xion Complex, Hinjawadi - Wakad Rd, Hinjawadi, Pune Rating: 4.2"
Cafe 19,Cafe,"HPWJ+9V4, Mukai Nagar, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune, Pimpri-Chinchwad",4.6,18.595645,73.7323919,Not Available,34.0,,4.36,"Cafe 19 Cafe HPWJ+9V4, Mukai Nagar, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune, Pimpri-Chinchwad Rating: 4.6"
Night day cafe,Cafe,"Juna jakkat naka, Hinjawadi - Wakad Rd, opposite Madhuban hotel, Pune",4.5,18.5915977,73.7495842,Not Available,44.0,,4.35,"Night day cafe Cafe Juna jakkat naka, Hinjawadi - Wakad Rd, opposite Madhuban hotel, Pune Rating: 4.5"
Buzz,Cafe,"Vivanta Pune, Hinjawadi Xion Complex, Hinjawadi - Wakad Rd, Pune",4.0,18.5920286,73.74520319999999,+91 20 6658 4040,222.0,https://www.vivantahotels.com/en-in/hotels/vivanta-pune/restaurants/buzz-pune?utm_source=google&utm_medium=local&utm_campaign=buzz-pune-cla&utm_content=buzz-pune-cla-gmb,4.09,"Buzz Cafe Vivanta Pune, Hinjawadi Xion Complex, Hinjawadi - Wakad Rd, Pune Rating: 4.0"
The High Monk’s,Cafe,"Blue Ridge, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune, Pimpri-Chinchwad",4.8,18.5785517,73.73619149999999,+91 97677 77312,50.0,,4.46,"The High Monk’s Cafe Blue Ridge, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune, Pimpri-Chinchwad Rating: 4.8"
Cafe Cover Drive,Cafe,"Panchratna Chowk Rd, Hinjawadi, Pune, Pimpri-Chinchwad",4.5,18.5913775,73.7402249,Not Available,89.0,,4.39,"Cafe Cover Drive Cafe Panchratna Chowk Rd, Hinjawadi, Pune, Pimpri-Chinchwad Rating: 4.5"
Hinjewadi High Street,Cafe,"Hinjawadi Rd, near HP Petrol Pump, Hinjawadi, Pimpri-Chinchwad",4.9,18.5911185,73.7478244,Not Available,22.0,,4.39,"Hinjewadi High Street Cafe Hinjawadi Rd, near HP Petrol Pump, Hinjawadi, Pimpri-Chinchwad Rating: 4.9"
The Green Gazebo,Cafe,"Laxmi Chowk Rd, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune, Pimpri-Chinchwad",4.2,18.5991998,73.7290514,+91 77190 81818,1098.0,,4.21,"The Green Gazebo Cafe Laxmi Chowk Rd, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune, Pimpri-Chinchwad Rating: 4.2"
Cafe Silicon Valley,Cafe,"Shop No.6, Mhatoba Complex, Hinjawadi Phase 1 Rd, opposite Birlasoft Road, Hinjawadi, Pune, Pimpri-Chinchwad",5.0,18.592916,73.7369247,+91 86006 06462,25.0,,4.43,"Cafe Silicon Valley Cafe Shop No.6, Mhatoba Complex, Hinjawadi Phase 1 Rd, opposite Birlasoft Road, Hinjawadi, Pune, Pimpri-Chinchwad Rating: 5.0"
PKs bar and restaurant,Cafe,"HPMH+FRX, opp. PDC bank, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune, Pimpri-Chinchwad",3.9,18.5837684,73.7295994,+91 95886 19547,235.0,,4.01,"PKs bar and restaurant Cafe HPMH+FRX, opp. PDC bank, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune, Pimpri-Chinchwad Rating: 3.9"
Qubix Food Court,Cafe,"25, Blue Ridge Approach Road, Blue Ridge, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune, Pimpri-Chinchwad",4.2,18.5802685,73.73728559999999,Not Available,1044.0,,4.21,"Qubix Food Court Cafe 25, Blue Ridge Approach Road, Blue Ridge, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune, Pimpri-Chinchwad Rating: 4.2"
I Amsterdam -All Day Bar & Grill,Cafe,"Sr.No.257/1/1A, opp. HDFC bank Padmbhushan chowk, near Rajlaxmi Petrol Pump, Hinjawadi Phase II, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune, Pimpri-Chinchwad",4.1,18.5947157,73.7290261,+91 86696 98666,6861.0,,4.1,"I Amsterdam -All Day Bar & Grill Cafe Sr.No.257/1/1A, opp. HDFC bank Padmbhushan chowk, near Rajlaxmi Petrol Pump, Hinjawadi Phase II, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune, Pimpri-Chinchwad Rating: 4.1"
Cp Corner Food Hub & Restaurant.,Cafe,"Narayan nagar sakhre vasti, Hinjawadi Phase 1 Rd, near Royal in, Hinjawadi, Pune",4.7,18.5861395,73.74064539999999,+91 95183 66859,52.0,,4.43,"Cp Corner Food Hub & Restaurant. Cafe Narayan nagar sakhre vasti, Hinjawadi Phase 1 Rd, near Royal in, Hinjawadi, Pune Rating: 4.7"
"The Village 9, Kitchen & Bar",Cafe,"Hinjawadi - Wakad Rd, Hinjawadi, Pune, Pimpri-Chinchwad",4.6,18.591151,73.74238650000001,+91 70703 06023,69.0,,4.41,"The Village 9, Kitchen & Bar Cafe Hinjawadi - Wakad Rd, Hinjawadi, Pune, Pimpri-Chinchwad Rating: 4.6"
The UrbanBites - Cafe/Restaurant,Cafe,"Opp YashOne Society, Maan Road, 1, Hinjawadi, Pune",4.2,18.5778482,73.72173939999999,+91 97666 57334,27.0,,4.27,"The UrbanBites - Cafe/Restaurant Cafe Opp YashOne Society, Maan Road, 1, Hinjawadi, Pune Rating: 4.2"
Urban Foods And Cafe,Cafe,"Urban Foods And Cafe, Jayram Nagar, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune, Pimpri-Chinchwad",3.8,18.588498,73.7386381,+91 98600 23834,47.0,,4.13,"Urban Foods And Cafe Cafe Urban Foods And Cafe, Jayram Nagar, Phase 1, Hinjawadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune, Pimpri-Chinchwad Rating: 3.8"
Shaurya Pure Veg,Cafe,"Business Point, Mohammadwadi Road, beside Sopankaka Bank, Handewadi, Pune",4.3,18.4544264,73.9288365,+91 95525 07171,156.0,,4.29,"Shaurya Pure Veg Cafe Business Point, Mohammadwadi Road, beside Sopankaka Bank, Handewadi, Pune Rating: 4.3"
Cafe Horizon,Cafe,"Shop No 20, AMIT COLORI, Undri - Hadapsar Rd, Atur Nagar, Undri, Pune",5.0,18.4519797,73.9151208,+91 74476 29462,1.0,,4.29,"Cafe Horizon Cafe Shop No 20, AMIT COLORI, Undri - Hadapsar Rd, Atur Nagar, Undri, Pune Rating: 5.0"
Katta Cafe',Cafe,"Pisoli Boundary Road, opp. Orchids School, Undri, Pune",4.8,18.4525725,73.9112061,+91 93593 30740,9.0,,4.33,"Katta Cafe' Cafe Pisoli Boundary Road, opp. Orchids School, Undri, Pune Rating: 4.8"
Indore Streets,Cafe,"Shop No 15, VTP Trade Park, Katraj-Hadapsar Bypass Rd, Undri, Pune",3.6,18.4493194,73.91352619999999,+91 70672 89044,125.0,,3.9,"Indore Streets Cafe Shop No 15, VTP Trade Park, Katraj-Hadapsar Bypass Rd, Undri, Pune Rating: 3.6"
Hotel Ashoka,Cafe,"Business point, Mohammadwadi Road, Nyati Estate Rd, near Hande Lawns, Handewadi, Pune",4.1,18.4543996,73.9287879,+91 78440 49049,95.0,,4.19,"Hotel Ashoka Cafe Business point, Mohammadwadi Road, Nyati Estate Rd, near Hande Lawns, Handewadi, Pune Rating: 4.1"
Ambekar Hotel Pisoli,Cafe,"Jagdamba Bhawan Marg, Pisoli, Pune",4.0,18.4497087,73.9108641,+91 97671 89999,727.0,,4.03,"Ambekar Hotel Pisoli Cafe Jagdamba Bhawan Marg, Pisoli, Pune Rating: 4.0"
CAFE TASTY TWIST,Cafe,"Shop no. 05, Ground floor, Commercial, Mantra Essence, Jagdamba Bhawan Marg, near Marvel Ideal Spacio, Shree Siddhivinayak Meera, Undri, Pune",5.0,18.4458301,73.9117799,+91 82372 99488,10.0,,4.35,"CAFE TASTY TWIST Cafe Shop no. 05, Ground floor, Commercial, Mantra Essence, Jagdamba Bhawan Marg, near Marvel Ideal Spacio, Shree Siddhivinayak Meera, Undri, Pune Rating: 5.0"
The Classroom Cafe,Cafe,"shop no L2, Navkar Avenue, NDA Pashan Rd, behind Axis Bank, Bavdhan, Pune",4.3,18.5201226,73.7783525,+91 99228 17161,381.0,,4.3,"The Classroom Cafe Cafe shop no L2, Navkar Avenue, NDA Pashan Rd, behind Axis Bank, Bavdhan, Pune Rating: 4.3"
IRANI CAFE - BAVDHAN,Cafe,"NDA Rd, Chandani Chowk, Kothrud, Pune",3.8,18.5078231,73.7831413,+91 74200 68074,1613.0,http://www.iranicafe.in/,3.83,"IRANI CAFE - BAVDHAN Cafe NDA Rd, Chandani Chowk, Kothrud, Pune Rating: 3.8"
The Back Bencheerss Cafe,Cafe,"B/H, Crystal Honda Showroom, and 2, Puraniks Abitante, Shop No 1, Road, Bavdhan, Pune",4.8,18.5241747,73.76263019999999,Not Available,60.0,,4.48,"The Back Bencheerss Cafe Cafe B/H, Crystal Honda Showroom, and 2, Puraniks Abitante, Shop No 1, Road, Bavdhan, Pune Rating: 4.8"
Swara cafe,Cafe,"Uttam Nagar, Bhunde Vasti, Bavdhan, Pune",4.4,18.5225831,73.7639433,+91 70208 97569,28.0,,4.31,"Swara cafe Cafe Uttam Nagar, Bhunde Vasti, Bavdhan, Pune Rating: 4.4"
Café Coffee Day,Cafe,"Viva Inn, NDA Road Chandani Chowk, Next To Bypass Highway, Dr. Homi Bhabha Rd, Pune",4.1,18.5080199,73.7827673,+91 1800 102 5093,8656.0,https://kothrud.cafecoffeeday.com/,4.1,"Café Coffee Day Cafe Viva Inn, NDA Road Chandani Chowk, Next To Bypass Highway, Dr. Homi Bhabha Rd, Pune Rating: 4.1"
Cocorico Smoke Bar and Kitchen,Cafe,"Bhugaon, Bavdhan, Pune",4.2,18.5022433,73.76009719999999,+91 84119 79797,2675.0,https://booktables.in/id/cocorico,4.2,"Cocorico Smoke Bar and Kitchen Cafe Bhugaon, Bavdhan, Pune Rating: 4.2"
CAFE HATHGADI,Cafe,"Lmd chouk, MEGH MALHAR RAGA, Shop no 16, building, Bavdhan, Pune",3.9,18.5117314,73.77524509999999,+91 96577 77525,430.0,http://www.cafehathgadi.com/,3.97,"CAFE HATHGADI Cafe Lmd chouk, MEGH MALHAR RAGA, Shop no 16, building, Bavdhan, Pune Rating: 3.9"
Om Sai On The Way,Cafe,"GQ99+VF8, Service Rd, Bhunde Vasti, Bavdhan, Pune",3.8,18.5196641,73.7687557,+91 72762 04243,316.0,,3.92,"Om Sai On The Way Cafe GQ99+VF8, Service Rd, Bhunde Vasti, Bavdhan, Pune Rating: 3.8"
Zen Cafe,Cafe,"Galaxy Garden, N Main Rd, Koregaon Park, Pune",4.2,18.538643,73.8865596,+91 90217 12312,1358.0,http://www.zencafe.co/,4.21,"Zen Cafe Cafe Galaxy Garden, N Main Rd, Koregaon Park, Pune Rating: 4.2"
Cafe - The Voyage,Cafe,"A-2, Cafe - The Voyage, Ground Floor Ashiyana Park, Koregaon Park, North main road, lane, 5, Pune",4.8,18.5394855,73.8976045,+91 85969 50267,1076.0,,4.76,"Cafe - The Voyage Cafe A-2, Cafe - The Voyage, Ground Floor Ashiyana Park, Koregaon Park, North main road, lane, 5, Pune Rating: 4.8"
Irani Cafe - Kalyani Nagar,Cafe,"No 213, Irani Cafe, Plot No 18, Sr, 215, North Ave, Jogger's Park, Before, Kalyani Nagar, Pune",4.2,18.5489928,73.90059389999999,+91 74200 53996,7285.0,https://www.iranicafe.in/,4.2,"Irani Cafe - Kalyani Nagar Cafe No 213, Irani Cafe, Plot No 18, Sr, 215, North Ave, Jogger's Park, Before, Kalyani Nagar, Pune Rating: 4.2"
bai mu dan,Cafe,"No 1, Within, Sunderban Resort & spa, Lane, Plot No 19, next to Osho International Commune Centre, Koregaon Park, Pune",4.4,18.537323,73.8889575,+91 788 826 2628,501.0,http://flow.page/baimudan,4.38,"bai mu dan Cafe No 1, Within, Sunderban Resort & spa, Lane, Plot No 19, next to Osho International Commune Centre, Koregaon Park, Pune Rating: 4.4"
The French Window Patisserie,Cafe,"Lane Number 5, next to Malaka Spice, Koregaon Park, Pune",4.3,18.5377073,73.8978451,+91 97666 44202,1645.0,,4.3,"The French Window Patisserie Cafe Lane Number 5, next to Malaka Spice, Koregaon Park, Pune Rating: 4.3"
Cafe Peter - Dhole Patil Road,Cafe,"Shop No 1 & 2, City Bay Next to Mainland China, Dhole Patil Road, near Boat Club Road, Pune",4.3,18.5400238,73.8752019,+91 97634 34957,624.0,https://www.facebook.com/CAFE-PETER-Dhole-Patil-736638270009889/,4.3,"Cafe Peter - Dhole Patil Road Cafe Shop No 1 & 2, City Bay Next to Mainland China, Dhole Patil Road, near Boat Club Road, Pune Rating: 4.3"
German Bakery,Cafe,"292, N Main Rd, Ragvilas Society, Koregaon Park, Pune",4.2,18.5396337,73.887395,+91 72760 70390,13909.0,,4.2,"German Bakery Cafe 292, N Main Rd, Ragvilas Society, Koregaon Park, Pune Rating: 4.2"
6 Story,Cafe,"C4, Raksha Lekha society, Lane No. 6, Koregaon Park, Pune",4.5,18.5345863,73.898453,+91 98237 55554,500.0,,4.46,"6 Story Cafe C4, Raksha Lekha society, Lane No. 6, Koregaon Park, Pune Rating: 4.5"
"Café 15A: St Laurn, Pune",Cafe,"near Jwell mall, 15A, Koregaon Park, Pune",4.8,18.5386019,73.88585520000001,Not Available,20.0,,4.37,"Café 15A: St Laurn, Pune Cafe near Jwell mall, 15A, Koregaon Park, Pune Rating: 4.8"
Grey Soul Coffee Roasters (Koregaon Park),Cafe,"2, Lane No. 6, Ashok Chakra Society, Meera Nagar, Koregaon Park, Pune",4.3,18.5374901,73.8987848,+91 78220 52488,284.0,https://greysoul.coffee/,4.3,"Grey Soul Coffee Roasters (Koregaon Park) Cafe 2, Lane No. 6, Ashok Chakra Society, Meera Nagar, Koregaon Park, Pune Rating: 4.3"
Cafe Fikar Not,Cafe,"1st floor, Connaught Place, Mangaldas Rd, Bund Garden, Pune",4.4,18.5349811,73.8805418,+91 94223 31010,70.0,http://cafefikarnot.com/,4.33,"Cafe Fikar Not Cafe 1st floor, Connaught Place, Mangaldas Rd, Bund Garden, Pune Rating: 4.4"
Santé Spa Cuisine,Cafe,"No.19, 1st Ln, near Dario's Restaurant Café Bar, Vasani Nagar, Koregaon Park, Pune",4.5,18.537158,73.8885322,+91 82379 02020,3470.0,http://www.santespacuisine.com/,4.49,"Santé Spa Cuisine Cafe No.19, 1st Ln, near Dario's Restaurant Café Bar, Vasani Nagar, Koregaon Park, Pune Rating: 4.5"
Lune Café And Patisserie,Cafe,"Shop no 1, Sapphire Apartments, S/26/1/2 A, Lane No. 6, Ganga Fortune Society, Meera Nagar, Koregaon Park, Pune",4.1,18.5377216,73.8983435,Not Available,354.0,,4.14,"Lune Café And Patisserie Cafe Shop no 1, Sapphire Apartments, S/26/1/2 A, Lane No. 6, Ganga Fortune Society, Meera Nagar, Koregaon Park, Pune Rating: 4.1"
Chafa Cafe And Studio,Cafe,"A1, Aadit Enclave Building, Lane Number 5, S Main Rd, Koregaon Park, Pune",4.2,18.5333142,73.8970705,+91 97671 00022,2021.0,https://www.facebook.com/chafacafeandstudio/,4.2,"Chafa Cafe And Studio Cafe A1, Aadit Enclave Building, Lane Number 5, S Main Rd, Koregaon Park, Pune Rating: 4.2"
Pune Sugar Box,Cafe,"7, Mangaldas Rd, Sangamvadi, Pune",4.3,18.5351459,73.8830469,+91 20 6745 6745,75.0,http://www.conradpune.com/,4.29,"Pune Sugar Box Cafe 7, Mangaldas Rd, Sangamvadi, Pune Rating: 4.3"
"Poetry by Love and Cheesecake, Koregaonpark",Cafe,"Winterberry Purple, Lane No. 8, Ashok Chakra Society, Meera Nagar, Koregaon Park, Pune",4.1,18.5363682,73.8977923,+91 98199 35135,244.0,https://ordernow.loveandcheesecake.com/store-locator/pune/poetry-by-love-cheesecake-koregaon-park-pune,4.15,"Poetry by Love and Cheesecake, Koregaonpark Cafe Winterberry Purple, Lane No. 8, Ashok Chakra Society, Meera Nagar, Koregaon Park, Pune Rating: 4.1"
Buddha Paradise,Cafe,"C Ln, Near Kasturba Gandhi School, Ragvilas Society, Koregaon Park, Pune",3.8,18.5402114,73.8912829,+91 20 2614 5556,1815.0,,3.83,"Buddha Paradise Cafe C Ln, Near Kasturba Gandhi School, Ragvilas Society, Koregaon Park, Pune Rating: 3.8"
Cafe Holy,Cafe,"Building No 8, Shop, 1, A Ln, next to Raj Travels, Vaswani Nagar, Ragvilas Society, Koregaon Park, Pune",4.0,18.541211,73.88743319999999,+91 77740 24777,394.0,,4.06,"Cafe Holy Cafe Building No 8, Shop, 1, A Ln, next to Raj Travels, Vaswani Nagar, Ragvilas Society, Koregaon Park, Pune Rating: 4.0"
Kynd Cafe & Bar,Cafe,"1st floor, commercial tower, 1 the, Raja Bahadur Motilal Rd, mills, Sangamvadi, Pune",4.1,18.5335355,73.87112789999999,+91 85307 69595,267.0,,4.15,"Kynd Cafe & Bar Cafe 1st floor, commercial tower, 1 the, Raja Bahadur Motilal Rd, mills, Sangamvadi, Pune Rating: 4.1"
The Voyage | Cafe | Hostel | Co-work,Cafe,"A/2 The Voyage, Ashiyana park, Koregaon Park, Lane - 5, N Main Rd, beside Wellness Forever, Pune",4.5,18.5394861,73.8975995,+91 75075 82162,901.0,,4.48,"The Voyage | Cafe | Hostel | Co-work Cafe A/2 The Voyage, Ashiyana park, Koregaon Park, Lane - 5, N Main Rd, beside Wellness Forever, Pune Rating: 4.5"
Nine Square,Cafe,"CREATICITY, PubTown, Shastrinagar, Yerawada, Pune",4.2,18.5561539,73.8934505,+91 96079 49791,710.0,,4.21,"Nine Square Cafe CREATICITY, PubTown, Shastrinagar, Yerawada, Pune Rating: 4.2"
Goodluck Cafe - Nigdi,Cafe,"398, Sahid Kothari Rd, Sector Number 33, Sector No. 27, Pradhikaran, Nigdi, Pimpri-Chinchwad",3.8,18.6529139,73.7684708,Not Available,1021.0,,3.84,"Goodluck Cafe - Nigdi Cafe 398, Sahid Kothari Rd, Sector Number 33, Sector No. 27, Pradhikaran, Nigdi, Pimpri-Chinchwad Rating: 3.8"
Sandwich Stories,Cafe,"Shop-5, Life Commercial Hub Haveli, Shivala Colony, Sector 32 A, Nigdi, Pune, Pimpri-Chinchwad",4.9,18.643334,73.758364,+91 82009 48607,145.0,https://link.zomato.com/xqzv/rshare?id=8611002330563f0c,4.65,"Sandwich Stories Cafe Shop-5, Life Commercial Hub Haveli, Shivala Colony, Sector 32 A, Nigdi, Pune, Pimpri-Chinchwad Rating: 4.9"
Café TTMM,Cafe,"Plot no.185, Sector 27A, Pradhikaran, Nigdi, Pune, Pimpri-Chinchwad",4.2,18.649126,73.772862,+91 72720 49595,942.0,,4.21,"Café TTMM Cafe Plot no.185, Sector 27A, Pradhikaran, Nigdi, Pune, Pimpri-Chinchwad Rating: 4.2"
Love Town Cafe,Cafe,13 ABC Rutuja Elegance Akurdi Railway Station,4.5,18.6463655,73.76839780000002,+91 70660 26263,33.0,,4.34,Love Town Cafe Cafe 13 ABC Rutuja Elegance Akurdi Railway Station Rating: 4.5
Hangout Rooftop Cafe,Cafe,"Gurudwara side, opposite to Akurdi Railway Station Road, near Nand Dairy, Gurudwara Colony, Nigdi, Pune, Pimpri-Chinchwad",4.5,18.6474891,73.7641767,+91 77749 06241,386.0,,4.46,"Hangout Rooftop Cafe Cafe Gurudwara side, opposite to Akurdi Railway Station Road, near Nand Dairy, Gurudwara Colony, Nigdi, Pune, Pimpri-Chinchwad Rating: 4.5"
Krishna Veg (Chikhali),Cafe,"Pingale Rd, Newale Wasti, Chikhali, Pimpri-Chinchwad, Vitthal Nagar",3.9,18.6814181,73.8086132,+91 91452 26699,590.0,https://krishnarestaurant.org/,3.96,"Krishna Veg (Chikhali) Cafe Pingale Rd, Newale Wasti, Chikhali, Pimpri-Chinchwad, Vitthal Nagar Rating: 3.9"
Top 49 family Rerestaurants,Cafe,"MRQ9+7CG, Moi",4.7,18.6881877,73.8185706,Not Available,50.0,,4.42,"Top 49 family Rerestaurants Cafe MRQ9+7CG, Moi Rating: 4.7"
Dnyanraj Bhuvan,Cafe,"7/4/165, Chikhali Akurdi Rd, Vrindavan Chikhali Patil Nagar, Patilnagar, Chikhali, Pimpri-Chinchwad",4.3,18.6838987,73.8143186,Not Available,134.0,,4.29,"Dnyanraj Bhuvan Cafe 7/4/165, Chikhali Akurdi Rd, Vrindavan Chikhali Patil Nagar, Patilnagar, Chikhali, Pimpri-Chinchwad Rating: 4.3"
Hotel Aabasaheb,Cafe,"Moi Rd, near Essar Petrol Pump, Chikhali, Moi",4.2,18.6934916,73.8206278,Not Available,168.0,http://www.hotel.abasaheb.com/,4.23,"Hotel Aabasaheb Cafe Moi Rd, near Essar Petrol Pump, Chikhali, Moi Rating: 4.2"
Healthy Diet Cafe,Cafe,"Silver Fitness Club, Sawatha Mali Temple Rd, near Silver City, Jadhav Wadi, Chikhali, Pune, Pimpri-Chinchwad",4.9,18.6776398,73.82367459999999,+91 85303 30462,73.0,,4.54,"Healthy Diet Cafe Cafe Silver Fitness Club, Sawatha Mali Temple Rd, near Silver City, Jadhav Wadi, Chikhali, Pune, Pimpri-Chinchwad Rating: 4.9"
Hotel Amrale,Cafe,"Gat No 1652, Dehu - Alandi Rd, near MNGL CNG Pump, Patilnagar, Chikhali, Pimpri-Chinchwad",4.3,18.6868825,73.80836959999999,+91 99217 97017,83.0,,4.29,"Hotel Amrale Cafe Gat No 1652, Dehu - Alandi Rd, near MNGL CNG Pump, Patilnagar, Chikhali, Pimpri-Chinchwad Rating: 4.3"
Digambara Vadapav House,Cafe,"MQRX+MHQ, Shelarvasti, Ganesh Nagar Chikhali, Chikhali, Vitthal Nagar",4.4,18.6917206,73.7989955,+91 90112 36347,75.0,,4.33,"Digambara Vadapav House Cafe MQRX+MHQ, Shelarvasti, Ganesh Nagar Chikhali, Chikhali, Vitthal Nagar Rating: 4.4"
Chickies Restaurant & Grills,Cafe,"ward No. 8, Gate no. 3, Jadhav Wadi, Chikhali, Pimpri-Chinchwad",5.0,18.6823426,73.8242557,+91 98224 63516,5.0,,4.32,"Chickies Restaurant & Grills Cafe ward No. 8, Gate no. 3, Jadhav Wadi, Chikhali, Pimpri-Chinchwad Rating: 5.0"
Aaswad Misal,Cafe,"922G+R39, Sopan Nagar, Saswad",4.5,18.3520365,74.0252313,+91 98227 28811,831.0,,4.48,"Aaswad Misal Cafe 922G+R39, Sopan Nagar, Saswad Rating: 4.5"
Cafe Pizza Culture,Cafe,"Hadko Road, near Gurukul School, Swarna Nagari, Saswad",4.7,18.3527272,74.0246262,+91 97652 88309,67.0,https://cafe-pizza-culture.grexa.site/,4.45,"Cafe Pizza Culture Cafe Hadko Road, near Gurukul School, Swarna Nagari, Saswad Rating: 4.7"
Bhagyashri Family Restaurant,Cafe,"601/7, Chandan Tekadi, Pune - Natepute Rd, Purandar, Saswad, Pune",4.3,18.3650716,74.0226069,+91 77440 01929,16.0,,4.29,"Bhagyashri Family Restaurant Cafe 601/7, Chandan Tekadi, Pune - Natepute Rd, Purandar, Saswad, Pune Rating: 4.3"
