name,cuisine,address,latitude,longitude,phone,rating,types,user_ratings_total,vicinity,photo,scrape_timestamp
Asia Kitchen by Mainland China | Boat Club Rd,Cafe,"Ground Floor, City Point, Dhole Patil Road, Near, Boat Club Road, Pune",18.538896,73.8753565,,4.3,"restaurant,point_of_interest,food,establishment",1466,"Ground Floor, City Point, Dhole Patil Road, Near, Boat Club Road, Pune","[{'height': 824, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104830034654505376968"">Asia Kitchen by Mainland China | Boat Club Rd</a>'], 'photo_reference': 'AciIO2cTfoqeUdMntHljwtgPQVMqFsy70hXLchXwTnbhXaBb2ykFh6Qf67KXRZhwWksIuq1dVL0IjyL4mD81qksU70-bi7tviChjXeUz-2qugf_BAZx-7G2FyeygxwvFgguPoz8O7i2kt-N77-1adgiPnTjkI89LDcosjEoK-Aneo-YVeqlmgKfEQx-iVjLS0-mPSQis18r0qmOdBbCMIQptSb4TMFXg_ZNJxDlKHK7e6UoYZNs06xSZnRhoJMu0B6qkbo3WBIBqUndbQ-Nhsh6Kmj0m6WNONg8ErzmycX4rhyqTbaLg3pzrbklcAHAASzITp970sJDYpbQ', 'width': 842}]",2025-10-17T07:31:26.466722
Café Coffee Day,Cafe,"Ground Flr, City Pride Multiplex, Satara Road, Market Yard, Pune",18.4888044,73.8579005,,3.9,"cafe,bakery,meal_takeaway,store,restaurant,point_of_interest,food,establishment",886,"Ground Flr, City Pride Multiplex, Satara Road, Market Yard, Pune","[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113134344528635970378"">NARENDRA PATIL</a>'], 'photo_reference': 'AciIO2ccQFoCsxNhU0IdbwSiI6by-FVfR6UsLIBJ-f7xUr_Zy0XOSIoTMlcWbwmP_KHzhXuS2Tb1wY-DFngZmwElQ0Mcf6EVrkgvouGVLvqv4R1l9wLSRjc3IIrFVhZEdZrurwXQHKdKQYe2nyZJKlGSklL9NYmS5hfW3yArO54voUm5G1BcfnOxpBJAu9wWqH7Ao1d8Uyt8v4Upiaw8A7s3OhwwJVofxGEjt5CF_hY-XXTmtzQJs93JPS7bqV1WMQ32caC6fBiMe7N59cuwK4Gzj5oF-uweR8jKOEsbVBrRw_m8uWJv8q-VHzun1Gxbh-bCeNM0czj-AcPD7GtYYvyEsYv0gZh9TDn7Ej7H6B5B1MFKltF_IrKIMBgKQNtfaRUlU3Z_GC9e4dvw8ag-5Xaious4tkFKSF7kjIj-uRkuO3l-OWb9anfTd_mzG8knGn1VK8EXZD3Uc1d5Rl6WxjKXfUxOgOEmCR1yL9-WTkxwpGe_jus0BzVgOv8RoYsL6kghhS4ETmoewHgSgvCNKAyLqtz4tQ-1Qbqy-AhNMOLxaTy6nzWdawbwXBwmmUg6PMHsCErsr5tr4pepEooK1vTt4cSSAKjPz4-Q9wrs_rcMeFFmV6q3ggLNQOQ_LwFIc2DbziOMGw', 'width': 4608}]",2025-10-17T07:31:26.568291
Hotel Raj,Cafe,"CVF5+WJX, Bhilarewadi, Pune-Satara Road, Katraj Katraj, Bhilarewadi, Katraj Katraj, Bhilarewadi, Pune",18.4236887,73.8601885,,4.1,"lodging,restaurant,point_of_interest,food,establishment",92,"CVF5+WJX, Bhilarewadi, Pune-Satara Road, Katraj Katraj, Bhilarewadi, Katraj Katraj, Bhilarewadi, Pune","[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110662263564585586072"">Rajesh Pathare</a>'], 'photo_reference': 'AciIO2dkt_Q9V6XrzbjnAJWTk9iMCzAh_O94G4PrMhLAehAHwDlK00PJ3XLROXfnnN4yrpf81Wm0r45EikjUUjk0wWBtyr8IuvVgBOgToxD13kZSaZSfIziPt3HZgxV8kmyDX7Ynn4HpNUIT2g3J7yLzTkr53k7UcjQR10_8nNCYVdCnp-nqkU-PuH3Jw4hmGycduJ7-eaZLz2626mZauwNQsb1pUY83WT4iLJGYWHlZzAq_3RUVavYfMNrE1IW9nQUDkPpCAZZtzA337f5rAgKOZrh9W4XT_vwm1hIl8rR7CXoaYDCjFTTGRnMDSKJ6ruCEO-BcwE5Brt-Hev9Vo9nNs1mMydGWW4DxiLbWjLxnbJz8cG-X5pRYmoAz5p2bAPiUFU5afrA0Dr4Yn8V_phtAt7dfqb5cnIoyJomZEuTDWnQtPzTocp4BM9-ekgwTTW51KRdg8UAAlZ6v9SFgZd2ekEB7_j7SGOJY562hbZqAfsJOQHSS49EN7YVHllsUkntu4UVyqsZeLhEpgHtUCACwhtPC8AvzDnCzJBUZgJUx7nC6DpB0gOrqi50Rfts0LT185FOXcLuzDQXaTAg90f85tvJT8Q4YD4fiE82cVGI4BptC9Fe6BLTXJIyZbC5KhGh_zgRG7w', 'width': 2340}]",2025-10-17T07:31:26.670516
"Domino's Pizza | Wanawadi, Pune",Cafe,"Shivam Apartments, GROUND FLOOR WING D, 17, Vitthal Rao Shivarkar Road, Wanwadi, Pune",18.4985196,73.9006333,,3.8,"meal_delivery,meal_takeaway,restaurant,point_of_interest,food,establishment",1505,"Shivam Apartments, GROUND FLOOR WING D, 17, Vitthal Rao Shivarkar Road, Wanwadi, Pune","[{'height': 2988, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103790952255987686565"">Vishwas Elroy Danish</a>'], 'photo_reference': 'AciIO2dlk_8CQhtIeGA2zzmt5CdcN7GtBC0OVqG881_fmwE_7ytiXjearCGW3V-GI12WdBdNb3YI6NnFJzOl8Ph_NrfD-oi0h_hsxKx8IoE9ShbIwp9He_oz4g6v6b36Wh_uU76Lyoclox0CDH-R_Tty8dLQ51guIBnjCc6RZMR_3VlbFAhH4v9C2ErdmtaVoxwx8RsPa0Q_43lGg85ixNXM85uevbSqjAUTP8wqrMpJR-l7YKQkmyNjdIrthBUG9Dm9cHWFNoi_4cfumlC1evL__J4rjWkcFVhh-fshnCe1LwuzKPRn-0RVL1z-WuHd_zo-cc702Dx3AF1xum71jlL8_QgV3l3Ji6T9d1G1YU8tcPJYTsa-qwRCkS7Nit704JzXd7hwI9r9R6JLZnfMAHpGwKZQG5iilqWnp20USzXdrLaCziQXCI8UBQJyVH_UwwASKaBo4W2_eTMPH8xS4T6DZe8zyD8ZSxO-8o3QjbPcNnJQE5GNRDTwmMdAYSDmHA7xdhOpzG5_q9N1ogIO1RyUUmmy3O_ozudUWJglDagqfBFbsENW324d8JqvKTkzYMVH7xIgsqj8Cle0P9vzXmePwYS8nS83hDAOT2lTOxV9qTwnXker7jDzixHAjtBQfgqp1vCKNWj-', 'width': 5312}]",2025-10-17T07:31:26.773531
Hotel Parc Estique,Cafe,"next to Phoenix Market City, Pune Nagar Road, विमान नगर, पुणे",18.5620766,73.9196255,,4,"spa,lodging,restaurant,point_of_interest,food,establishment",4936,"next to Phoenix Market City, Pune Nagar Road, विमान नगर, पुणे","[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107048775831501711184"">Hotel Parc Estique</a>'], 'photo_reference': 'AciIO2camLkXVnss5IqXyG6YLzkSZYQOHxx6YEJoS_VRjK4mgXqa56YQMPsVKaXAuloPSz58DmbDHzQ7orfMljlQuvCFC56-DPdzEzEK9fdH6PYlBS8ibQ6Lp83JMYNrKWHiz8EJzdfYmN9pk7Lgc3nRPZHc3LHzpVpfT79YrYR-Ajf-VW02g8Q7HhjQtU9GwCyA4XLu9n7s7CXC93fhhecY6m2rkZweIrgwz2cxC_kouT0EEzDV9eKvd-aEq-kIb9Z2XWEpko23sgW3NLnBUHdm5k6bSm-okYr-9rF_AbLx61gEuYoOfF-dh5moh8mxrNg_Hk9_5t66GZw', 'width': 4032}]",2025-10-17T07:31:26.875176
Durvankur Dining Hall,Cafe,"Tilak Road, Hatti Ganapati Chowk, near Sahitya Parishad, Shop No. 1166, Chhatrapati Sambhaji Maharaj Road, Sadashiv Peth, Pune",18.510734,73.8461745,,4.1,"restaurant,point_of_interest,food,establishment",19711,"Tilak Road, Hatti Ganapati Chowk, near Sahitya Parishad, Shop No. 1166, Chhatrapati Sambhaji Maharaj Road, Sadashiv Peth, Pune","[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105203328530213720836"">Mehta S.D.</a>'], 'photo_reference': 'AciIO2fEMIbw6ESbtqU-VpVbVEZuJ4EBl3S84r4wJA48yS_ERb2q2HVkiNqapDmyL5N3S9EfoDjyKXNZYqbXPj9zIS4yfMpOa6b0PNopoFCEpdfLBf6IMAKBKWmbkUV_L8La-D7KcfYXhME4k7Y0V5zsjPzBUxMtIlKFhAnsptXyvNbE4INIMsQ70BAInQFFX-5hWBr07Dq5ngVREGWCGZvLQBzskuEH3Fxix1LoQNytejCA4EaStoWwEJ_a5cguhRPLhiWnOqvWu7sFmaD-a908nqxTDasEECmKeKJKB6UWz6v2DQQjOqDtjMadoy0rKAzcKthpHmxykTWFsbPXknQnpZCvNQmXgXI8_TWgZ6QydnQY0fDZgKhAbm5ynQxO8-J0f-LXlWfuMji1lVTypl7IbiBcz9PE30SggnZc3JTbIyWCViO7hOLInJ6JEeGYr0PmeChxYhWhskO1Kp6F3Dp1LnlPjpo1TCrEiAO-7rFEST1S-WaGjJ1eaKEbZASs2bWiIi3Xxi9joqew1Rq9Jz5cdaf1sghnDxM9nakaIZs73XOIxZZloaXnmrL8okrS2rX9PAwhOxHPt2amUV04CTRWe0_XL6Ib0gHIIwHSx_mz77ssLLNzCnA6SZMMqork70J_X_LuYA', 'width': 4032}]",2025-10-17T07:31:26.976925
Yana Sizzlers & Wok,Cafe,"Police Ground, Unit No.2, Elite Colossal, Unit no: 2,Survey No.1142, opp. Shivaji nagar, Fergusson College Road, Shivajinagar, Pune",18.5303361,73.8436347,,4.2,"restaurant,point_of_interest,food,establishment",9748,"Police Ground, Unit No.2, Elite Colossal, Unit no: 2,Survey No.1142, opp. Shivaji nagar, Fergusson College Road, Shivajinagar, Pune","[{'height': 6288, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109120645716354119010"">Shivam Kadwade</a>'], 'photo_reference': 'AciIO2dWOT4ZO9dwapOGGmBatN77VSc_CJfCbypPok1U77s7Js1OV-NwDROusQ77LKjpBkMSAImc5BRLUDXRo7AvhUgUPAlScL7MbpxHq_BU0is6nUCzcwhNwzlBXQhlMLKS5svrwaOhs5R4jvSZTrAlEOiAwHaraNECBifH7-vKYbh4mqZOOIIKsBHvVSwXk6kEjWrYFb04j8SNzxNfDwNu4F2C5JXUxSbKOwIQB5CQXANR599Vr8PgLlKv2odj8rPUZ05cBedAxC50sJWfJghYBCoKAmdvYKhHfkb4PvhMd5Q-E2twBzBQsAt3tYzplgXRJaPIV7uP7dpEKAbNnD8kTtvLnt2ov4NeRPGaekVyme60mXxUPOcKr-VPZTjxowTTf21PaZPD-C8AF8m1f6YbN9URoThognca88DcL25VPd4IdLa1eIjIMu4KW_5txhvdP7qYLIxrlYq3LyZLkWLlgFmXHWdKCXNlsw-mc-QnXNoNZY1yxy3tQQ8tM_yS28GxTiqE17SEwCf__2qGzjQey63_wXzatk8gatQB4WfdsIOrlEuo_loh_nBYUei5pOxFHYnPnMDoo0ASdbzuLoX3ihz4H3DpnM-Z1LwQDgz2ykY9B_RAnazcn0KDTUjfyHLyCBxwHQ', 'width': 8384}]",2025-10-17T07:31:27.078135
Maratha Samrat - Kothrud,Cafe,"Rohan Chambers, Beside Jalsampatti Bhavan, Rahul Nagar Road, Kothrud, Pune",18.5016667,73.8158333,,4.4,"restaurant,point_of_interest,food,establishment",4035,"Rohan Chambers, Beside Jalsampatti Bhavan, Rahul Nagar Road, Kothrud, Pune","[{'height': 786, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103438722246583685924"">Maratha Samrat - Kothrud</a>'], 'photo_reference': 'AciIO2fyYUrfYonJCMbaJ_evTIWQCSehH6Gd0N-CvA3i9XXmqfmJHUFb1yPt-1ZxfkTnFOy03Xhf5S1PC44uf9jV7AKYlRjZQbiW_09-uiqEnWmwa8tFCusbFcWvooTKfHXahh8MDOwfPSBgLGOy2J0jlfoksIv1Q4WsYihGEgYoqrUmPXkntcLcq_TTGXmgVnVip_t7t_V6M0Mr9hjE8DgmjJMLRO5S17S6ITJf7YRdS8Ubu2A6Q1oIwydMAsDSYdQJ5qbRiwXUZRAR2aK8lVvPnn-BnxCWYze9W-ZNdKgQ0soiDh6D6kNwpsziocweHuSRRB2UiGuER6Q', 'width': 600}]",2025-10-17T07:31:27.180206
Gandharva Residency - Hotel - Banquets - Restaurant & Bar,Cafe,"Gandharva Residency Managed by Rapid Hospitality, Jangali Maharaj Road, Shivajinagar, Pune",18.5229448,73.8491935,,3.8,"lodging,restaurant,point_of_interest,food,establishment",1266,"Gandharva Residency Managed by Rapid Hospitality, Jangali Maharaj Road, Shivajinagar, Pune","[{'height': 4624, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118287802400024102485"">Kalpesh Chauhan</a>'], 'photo_reference': 'AciIO2darq59DEmZBe_bjxB5dunIk8jc3OPL13iAYqImw4sOlAG8kYpwW5pWmYIS-wcjmn7_zSiGnGzLRF2_WgTy0g44Rx9cS9jC5ur1FbfKeohndg9V2xYV6uDc9PHdboyVr67vhqanAWtahvFWlp6g08pgj-BJeY-KG3FRF_P9IBPlrAB0FW0ntdJAwg3NyTSheixm8k9Y4W4MU_yhWNw2oec0QI-CM1m01DYFSDaB_2Dsb6ovJSf68_K4fk69r22Vb16TmnlLdcpxHs9p5o9wHaHpcfup-lAErvksgAUFtvd25zTGt222l6Dx9OXapiCicx8talNytzqt4jxw0_o1Mq49PrGAadB72qr4DihGcEmZ-dpIhE2Jqe2OB0jZbjqt9ZT4F3fQ-YcLjgR8HmK3mnClbOOrf1l7bo4WCk84HETRl4JBEFxKJ2LXx_aQ_ScOLV1r1xwK9SYD6MPfkn17cKF73CH2hEB6gibv49waoaWGLhYY1wE2RuaMDEsPprGhy1f3LifgUWlaFaLTY37FKJW5c09nMn7489rlPHL7ljJldnuTSkfcZLXZMECNioTcy5djarsIfBLdgP6UYdNPL89IOJaM6_AwJG_U9OXW-zpYYTjMyaW4seEWjgXvkWxMo8AkZQ', 'width': 3468}]",2025-10-17T07:31:27.281691
The President Hotel - Banquets - Restaurant & Bar,Cafe,"no. 8, Off, 34/11, Prabhat Road, Lane, Karve Road, Pune",18.5129297,73.8370336,,4.2,"lodging,restaurant,food,bar,point_of_interest,establishment",4019,"no. 8, Off, 34/11, Prabhat Road, Lane, Karve Road, Pune","[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108345576983513048190"">rohan chandorkar</a>'], 'photo_reference': 'AciIO2fPZeIn5LxxlWCqLl4BlQe4y_cBtfDA86QUBwvQmBBXpc-FlFeUfKQ24rMMABgtEq0kIcXT6FpJmPLrDxJgF-heYH2H4ef2UwDby8dgBCXWmE7S92YLqlTWLqVP7rxxzjeN_4C-psqZ0Rv73j86e0kf9nV4pz-GEtJHxNHZtSjOV88EFQ8rOihbDE0GIx5s9ihUQJsuLLvzP1u4EwXMxjfyF3JGZfXdrNtpivcuyw-IE50x5KtYvu3--nrWuKaQ4nlTWmaD7HpQGacpWBeduBAmZJ7nSmO1jIhHWGWMJAf5Em2-CsyH5L20LwjWhZdVhLfF4lG64WX9WuSD7ccCXZVsgu-3OAjqUrBVFucxJUdx5mpeqWz5dGEf2MOakqoMinwUILgiVWpKVT8Jd742x_98ka5cHpxzet4Nfr7oeltgFUHME-KycVJ26Tan7vVwplmZLuGo-QNKZliAvxy8l2WZ8n734qYmGNhc07zxn-DhzJidIWsyhtinUmWRxiPbXVc1XqOPAJqKqWktm8aiaxYd2PgqV6hhWmqWj73aVxAGepcUig21j3WGhqk7ixnr_2_EkBGXqCrrb8hMgIhSscftrAajcYFJw5dk9ZB8LgJs8pCo5FGyja06xvhZOnAAGyzBrVcY', 'width': 4000}]",2025-10-17T07:31:27.383199
Lemon Tree Premier Pune,Cafe,"City Center, 15 & 15A, Connaught Road, Modi Colony, Pune",18.5278748,73.87658,,4.2,"spa,lodging,gym,restaurant,food,health,bar,point_of_interest,establishment",11834,"City Center, 15 & 15A, Connaught Road, Modi Colony, Pune","[{'height': 1991, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109288286080642234321"">Lemon Tree Premier Pune</a>'], 'photo_reference': 'AciIO2dFHlE01oFVMzA6Lo9Pa3N7S1Jac8VUSa1CqVifOD_fhrMdC-7JnCH3Y3qFuZso4EXDF_fnwmdLYi8TrQ4v-_54hbq7Z7oZ_Eqe02nko1wP3LRcVTdyVfpfvlGwLZRUBqwWve7_xm-RCmbmstbxYnG1VY0ijxNXrxLKhWrfulVUZYYVNr__nw0FDjrw1yxfsXKRoXKrmAXq0Z8gGWWzV8MZkN5PIVe03cS7CXn8-bYTyYuq4d7BeHFh1U1IWvkTJTvlhegvKn1vyshMTzX7XVZjlzvkwCGxG9RBhAtVP1FSkK75MVyde_UWkdNAPrhSKtWUScTzBcs', 'width': 3000}]",2025-10-17T07:31:27.484559
Saffron Vegetarian Restaurant,Cafe,"Shop No. 1/1, Rambaug Colony, Lal Bahadur Shastri Road, Navi Peth, Pune",18.5077902,73.8443775,,4.1,"restaurant,food,point_of_interest,establishment",7198,"Shop No. 1/1, Rambaug Colony, Lal Bahadur Shastri Road, Navi Peth, Pune","[{'height': 550, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115073252050933495883"">Saffron Vegetarian Restaurant</a>'], 'photo_reference': 'AciIO2dI-cPgq9smSSZr4_Pc_PwgJSyphx5Qno0wvsItLMwEpYnUhzxpqz4tpQylBhnieEWk5ewclfEI5ejnt5qhETwGVjXbE_GT0M1iF7JAP-Yfi1qq0K722S-BIrqRYY99XwL8dCs4jengeHXm-4JVil9RIjSBT9Jqzkm4ngvQopOT3emPKjXAAjEgPKOw8RuGSeM4MGzz4wSA2CJnlSM7Dg2-o871aj9F6Dv2CIGTyB6gK6p0YbrFullRJCkUR1hinXv0RtZF_Od6lV_SVzIiibQ30vNTH5AELwPk5h5Bc7GSbsJCs_DsBGQnOcybYCRu-_H__b1srDw', 'width': 824}]",2025-10-17T07:31:27.586902
Kaka Halwai,Cafe,"near Datta Mandir, near Tulshibaug, 1114, Chhatrapati Shivaji Maharaj Road, Budhwar Peth, Pune",18.5146765,73.8564663,,4.2,"restaurant,food,point_of_interest,store,establishment",5445,"near Datta Mandir, near Tulshibaug, 1114, Chhatrapati Shivaji Maharaj Road, Budhwar Peth, Pune","[{'height': 2027, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117664174525756167220"">PRAVEEN SINGH</a>'], 'photo_reference': 'AciIO2eIxscXrMCE5jT-cylWniT9AWonHTMA7rqRdujBGOsR-2kYscxVvFCs1BvAHntIAhQRuB8VgwOQsNgFsq3hXxP8U193pjGxvAvSY1yngFVj4-LbaK4ckWc5jTf64Bc-dsVZWYofTEIitAoTO5OqZCzpzEn0Ylsxrn7hACzE4aOhfuN1cN_zkj0PSZ0VJPl66Ol-_jFzQXO-f4xVXj1gNDW8VvLaSjruetWxHzrDtZjiB5OPhU9YmS4kPvZcA2jrD-xo5OC2EJwhJ04wlga8DnzOx4DSCsePxDiRfmEYC0bFugjJk81cvOba7YIGe7byx53Kc44Wofm2Hmed4g4MdwFBotGIZypVE0KsHJxQxa-Gt6_13wNcguMEZyLslGUVz5EkjUZ4_jl_9vH5zT2TIWOeyubPNt3Hc6qH5JFQ9tDgPSZoDh0Yq9QNVrzZ2kJsJNEQQOtvOjMZjW4k0Dn8apU0uHtqoyWDNUsVtLIvnrjwHPkGgeSVGDg-fMZ4vCjEaBc9SM7SxLPGMxi13xwswFH0B6Ag8jlUWIuLp9-_Wy1Jr384n_72RGv9hXXxptyHD7ZHSSD_5LRmnGRXLoDqya3D3xS1hluK8YXUfwEjua55GJE6gRWkRntn8upPlxEBOLN3JWt-', 'width': 2703}]",2025-10-17T07:31:27.688167
Royal Symphony,Cafe,"behind Kohinoor Mangal, The President Hotel, 34/11, Prabhat Road,Erandwane, Deccan Gymkhana, behind Kohinoor Mangal, Pune",18.512781,73.8371386,,4.2,"restaurant,food,point_of_interest,establishment",42,"behind Kohinoor Mangal, The President Hotel, 34/11, Prabhat Road,Erandwane, Deccan Gymkhana, behind Kohinoor Mangal, Pune","[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106151051319213939523"">Dhruva Bhave</a>'], 'photo_reference': 'AciIO2cpSRipqJqJ5js-oJ9ZG6Xyt3OIi7P5KAAbe6buDiUpCV60gD_wNoII0mA0w2VUDn0yJgAW-szRp8jqWSKTV7q_hC-yPhFTjwIzCYuoHv-_f1liJ-gkiMZj2EUIkdEZk9vdfybXwngULpVPRteGVhVdjQjyNwkKY4Gmkyi8rSn5ucqoESPe5RjjQG9s8s5b6BZHsdPD3us0L8DShSpQPhZojbosb10FKuCl7FcfAx2zB3OFSE98mrTOKu0ggM40RCICIwKiG7DMDm_8gxBNw38mstktWuJ_g6mW_ugp0F4xyhWSQJdm_Ic5iQ5MohyuispgrfaJvjRpKblmFHcggRFeTpxpwYOFwOAo04JCJgNcdNOgNSdylgItUJtQOoOqitLIxCLdxxFRHVfRkWIzQjyumtdz81OwnsLXAKw30dAMKm7tSvgrjpeCbkVtc_RjxdzNz5kr9F_dpM1kiI9-MJ814-qcYnIWWKW3f9-9MayuneaiZUvjE2mNwK45kadrOPr0yeFiVJ3ueOn5Cx_xAn6c4UZtBXvrKNCBLZcYmISw7S8olDB8uYya_wUB5b1srvVJLSyvWiQn3D99NTBzqngPgeRzyEv5Huepu8GK_0_jLf5uTwVMmMWPuIKvucRZgU676q4L', 'width': 3024}]",2025-10-17T07:31:27.790732
Cactus Restaurant,Cafe,"Tulsidas Apartment, 826, Dastur Meher Road, Camp, Pune",18.5181371,73.8767741,,4.3,"bar,restaurant,food,point_of_interest,establishment",769,"Tulsidas Apartment, 826, Dastur Meher Road, Camp, Pune","[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106102621839208537843"">Sushant Kumar</a>'], 'photo_reference': 'AciIO2eT_P4QbLsz55oro4rLZ8TdTPpBAbSkIKa8sOXOgBSWRsQOGBfQS9ycsVY9K-FLWs95wtgckDVkzw5m3tCPnvvmSUBgWSnrs7gsiBTX-6J8CoGzDSp4TvJqacXMj8N2vj41kUVVJnsoUx6DA2PG7swpebFWJ8f1q3M11GGYQe9Qehai6D0ZiWCZF01i5OWO_6st02Azcfr1UnOiNT9B1FOhL4ZYEKLoSRg7K07IBE44pndzCbBYoQKM-7SyQAq12-XAWrpeTxBJQyOA7WD5NgI5kAfnGp37W6l3vqcT1RueT1aYYF_dS6oNj1f_BnoanaLiWFjcEOyqX2Lq5Z0uGjNcW76lP0M586pA4CQUXOYduNfLr0rkPy9A_AnU-akjGWGCZserfELPFrLWoMFWxmJidjZoNX39mhPrQ3B4N7Zx_cY0NDqFxaf7xuNKdWBSjwZT3faYTn_r9y6j8EAhHoPbu-DJ4ioe1NLdk66--vYncysL3oO4Rms80PJNROcDw5EbUj6Q75CKp_GM3Q2D4p7JwbOy1JGON9Yu1VIrs8PdZsftzFL1SBr8pV82JIXuJIz4hbsFbp9CMihTw1NAdp3n8eRMWfGmjt37PhoH4jlSBXa6ZqQ4dhIMBgIvxUj1YwqpwA', 'width': 3024}]",2025-10-17T07:31:27.891294
Poona Guest House,Cafe,"Ganpati Chowk, 100, Laxmi Road, Budhwar Peth, Pune",18.51531,73.8555003,,4.2,"restaurant,food,point_of_interest,establishment",1115,"Ganpati Chowk, 100, Laxmi Road, Budhwar Peth, Pune","[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102751597088262128450"">Deepak Thorat</a>'], 'photo_reference': 'AciIO2dyMX-xZKCh9e_ikGzcu2EYrbTECpGkEsulhZ862qBaivG6gm4rH_-bfgJoC59TAyyH9_TyeEnYPVJym9Mc5wJDX1sfoZ431Mgkd2MuhqdwHh5fOlQT-c26N-S3JRgfIDe7d5m8tpwHraoI63Cugcck5uN9IqdG0rX9avu5FhBcX8hUf1MKmIUe0qX1KaOfragEVnaEy_MYZubMWPpixX5-myF6Xx1CS1fHfn1ySuXRp4bssz5la3xe_FOVM84vHvSzejMuyZoXxu7JSSIKHHWwedKK8u-Dwlls4SrWqlrWnMEHENqztLSFZOOjMZ1BE-at0Mq8ME1yq3YZ_DjcJaETKIfmZUCCRamVKCbOHJprAib0YLc-VgIXOC56-_RiPnwzaQP8uIhOpqxgSi5LhUi_KOssUMa5XnL_O3g5A7dGh7LnAcIvESOHjXuCxQr_TGpU3AVrCMgRsdQKKEevLQXSy_Wkftkot3i64tPO5DBU3I03Tgqs_PbOBLNMgFdNhZ1lX-xSL7yrEV953a8hrR_Qj4_RKN4_NjZj5DkJRoO62LqIDcJK1LxjPp3ozRnVgei7Caf_dO20sBioqucdAeBAgvk65wNTpT-oir2B8Pouc2tx5KuHPcreRDGVVx-ppC2_CzBD', 'width': 4032}]",2025-10-17T07:31:27.994192
Madhuban Pure Veg Restaurant,Cafe,"361/5, Chhatrapati Shahu Maharaj Rd, Sangamvadi, Pune",18.5358503,73.8758951,,4,"restaurant,food,point_of_interest,establishment",4629,"361/5, Chhatrapati Shahu Maharaj Rd, Sangamvadi, Pune","[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100760160418134166584"">Tejaswini Gadekar</a>'], 'photo_reference': 'AciIO2fwDPppuoCPbqN3PHGGBLAg20Mr9adowvV5fDf26N4AMObNjJgKQvMFRpsRCP4vGbocIq92A2BgAnOJGS5GaFmRx1bVgzmyyo_UngMoVM6zG4sqVEoC_U6n5_fM9_4zw15DvBhdkvbj7O5Ma_hDm_0dr15-e49TCMX5B4uBBbhMzirNg48NXXWRNT5eJ2nFIKttkyxmJ-YLfRcAeZkBu3qb49DzDLeUk_FrmmUXT5kGQFlMgZJObj5rBP8oWm_uP-5xNp2Cft7XmDAIIUL01gzuRTpJB6xC9tjfL4l6qSQ-VMnix0-UIB4k-oXZFmoxvsVS3s3KcZL-2Th_yI1cHgTZf0f0bdJK8YQd82XHjijUbPR0Nw06J3Z997eEYqiAjB1ChnQHFho427JnoZU8Wi6IDJbteBfq_4f6P3d3GlDE5nOAyTm0VbgnFKwmd3qfONt1xXQuwOcrym-jlRx3Y11eRRLufoIaxvu8ZIXk_KEUnaaFD2-SA4-ElXOqXIMd6QOmniDdLNnUNMpiGLuS4K0_WhB-xyw-NJ4jA89vFMdys7l4VicO0jB3k_f5VDRArTZJisYXjG_cNXrF1bUyBzJPHn97uQIm1GT1UH-OEEz1kM-wM2whC_HG9sOQOYOQdpquCA', 'width': 4608}]",2025-10-17T07:31:28.095087
